state,county,fips,fips_state,geolocation
Missouri,wayne,29223,Missouri 29223,"(37.1127, -90.4614)"
Missouri,webster,29225,Missouri 29225,"(37.2809, -92.8759)"
Missouri,worth,29227,Missouri 29227,"(40.4791, -94.4222)"
Missouri,wright,29229,Missouri 29229,"(37.2701, -92.4687)"
Missouri,st. louis city,29510,Missouri 29510,"(38.6358, -90.245)"
Montana,beaverhead,30001,Montana 30001,"(45.1328, -112.8988)"
Montana,big horn,30003,Montana 30003,"(45.4235, -107.4897)"
Montana,blaine,30005,Montana 30005,"(48.4327, -108.9586)"
Montana,broadwater,30007,Montana 30007,"(46.3319, -111.4955)"
Montana,carbon,30009,Montana 30009,"(45.2273, -109.0283)"
Montana,carter,30011,Montana 30011,"(45.5168, -104.5362)"
Montana,cascade,30013,Montana 30013,"(47.308, -111.3472)"
Montana,chouteau,30015,Montana 30015,"(47.8806, -110.4352)"
Montana,custer,30017,Montana 30017,"(46.2527, -105.5718)"
Montana,daniels,30019,Montana 30019,"(48.7838, -105.5485)"
Montana,dawson,30021,Montana 30021,"(47.2664, -104.8994)"
Montana,deer lodge,30023,Montana 30023,"(46.0608, -113.0677)"
Montana,fallon,30025,Montana 30025,"(46.334, -104.4174)"
Montana,fergus,30027,Montana 30027,"(47.2636, -109.2243)"
Montana,flathead,30029,Montana 30029,"(48.2951, -114.0496)"
Montana,gallatin,30031,Montana 30031,"(45.5403, -111.1703)"
Montana,garfield,30033,Montana 30033,"(47.2777, -106.9928)"
Montana,glacier,30035,Montana 30035,"(48.7058, -112.995)"
Montana,golden valley,30037,Montana 30037,"(46.3812, -109.1749)"
Montana,granite,30039,Montana 30039,"(46.4045, -113.4403)"
Montana,hill,30041,Montana 30041,"(48.6282, -110.1113)"
Montana,jefferson,30043,Montana 30043,"(46.1485, -112.0937)"
Montana,judith basin,30045,Montana 30045,"(47.0455, -110.2661)"
Montana,lake,30047,Montana 30047,"(47.6459, -114.0892)"
Montana,lewis and clark,30049,Montana 30049,"(47.1223, -112.3903)"
Montana,liberty,30051,Montana 30051,"(48.5617, -111.0246)"
Montana,lincoln,30053,Montana 30053,"(48.5425, -115.4051)"
Montana,mccone,30055,Montana 30055,"(47.6452, -105.7953)"
Montana,madison,30057,Montana 30057,"(45.3008, -111.9203)"
Montana,meagher,30059,Montana 30059,"(46.5982, -110.8856)"
Montana,mineral,30061,Montana 30061,"(47.1474, -114.9985)"
Montana,missoula,30063,Montana 30063,"(47.0364, -113.9237)"
Montana,musselshell,30065,Montana 30065,"(46.4966, -108.3977)"
Montana,park,30067,Montana 30067,"(45.4884, -110.5263)"
Montana,petroleum,30069,Montana 30069,"(47.1175, -108.2501)"
Montana,phillips,30071,Montana 30071,"(48.2591, -107.9133)"
Montana,pondera,30073,Montana 30073,"(48.2283, -112.2288)"
Montana,powder river,30075,Montana 30075,"(45.395, -105.6301)"
Montana,powell,30077,Montana 30077,"(46.8566, -112.9362)"
Montana,prairie,30079,Montana 30079,"(46.8605, -105.378)"
Montana,ravalli,30081,Montana 30081,"(46.0817, -114.1207)"
Montana,richland,30083,Montana 30083,"(47.7879, -104.5613)"
Montana,roosevelt,30085,Montana 30085,"(48.2946, -105.0165)"
Montana,rosebud,30087,Montana 30087,"(46.2297, -106.7308)"
Montana,sanders,30089,Montana 30089,"(47.6749, -115.1333)"
Montana,sheridan,30091,Montana 30091,"(48.7212, -104.5046)"
Montana,silver bow,30093,Montana 30093,"(45.9024, -112.6567)"
Montana,stillwater,30095,Montana 30095,"(45.6694, -109.3948)"
Montana,sweet grass,30097,Montana 30097,"(45.8137, -109.941)"
Montana,teton,30099,Montana 30099,"(47.8373, -112.2408)"
Montana,toole,30101,Montana 30101,"(48.6552, -111.6957)"
Montana,treasure,30103,Montana 30103,"(46.2115, -107.2717)"
Montana,valley,30105,Montana 30105,"(48.3653, -106.6675)"
Montana,wheatland,30107,Montana 30107,"(46.4664, -109.8444)"
Montana,wibaux,30109,Montana 30109,"(46.9653, -104.249)"
Montana,yellowstone,30111,Montana 30111,"(45.9372, -108.2744)"
Nebraska,adams,31001,Nebraska 31001,"(40.5245, -98.5012)"
Nebraska,antelope,31003,Nebraska 31003,"(42.177, -98.0667)"
Nebraska,arthur,31005,Nebraska 31005,"(41.5689, -101.6959)"
Nebraska,banner,31007,Nebraska 31007,"(41.546, -103.7104)"
Nebraska,blaine,31009,Nebraska 31009,"(41.9128, -99.9769)"
Nebraska,boone,31011,Nebraska 31011,"(41.7068, -98.0673)"
Nebraska,box butte,31013,Nebraska 31013,"(42.2198, -103.0857)"
Nebraska,boyd,31015,Nebraska 31015,"(42.8997, -98.7665)"
Nebraska,brown,31017,Nebraska 31017,"(42.43, -99.9295)"
Nebraska,buffalo,31019,Nebraska 31019,"(40.8551, -99.075)"
Nebraska,burt,31021,Nebraska 31021,"(41.8515, -96.3287)"
Nebraska,butler,31023,Nebraska 31023,"(41.2242, -97.1306)"
Nebraska,cass,31025,Nebraska 31025,"(40.9098, -96.1408)"
Nebraska,cedar,31027,Nebraska 31027,"(42.5993, -97.2523)"
Nebraska,chase,31029,Nebraska 31029,"(40.5242, -101.6979)"
Nebraska,cherry,31031,Nebraska 31031,"(42.5449, -101.1186)"
Nebraska,cheyenne,31033,Nebraska 31033,"(41.2198, -102.995)"
Nebraska,clay,31035,Nebraska 31035,"(40.5244, -98.0512)"
Nebraska,colfax,31037,Nebraska 31037,"(41.5731, -97.0867)"
Nebraska,cuming,31039,Nebraska 31039,"(41.9164, -96.7874)"
Nebraska,custer,31041,Nebraska 31041,"(41.3943, -99.7262)"
Nebraska,dakota,31043,Nebraska 31043,"(42.3911, -96.5646)"
Nebraska,dawes,31045,Nebraska 31045,"(42.7197, -103.1355)"
Nebraska,dawson,31047,Nebraska 31047,"(40.8699, -99.8195)"
Nebraska,deuel,31049,Nebraska 31049,"(41.1116, -102.3339)"
Nebraska,dixon,31051,Nebraska 31051,"(42.4932, -96.8678)"
Nebraska,dodge,31053,Nebraska 31053,"(41.5777, -96.6542)"
Nebraska,douglas,31055,Nebraska 31055,"(41.2953, -96.1544)"
Nebraska,dundy,31057,Nebraska 31057,"(40.1762, -101.6879)"
Nebraska,fillmore,31059,Nebraska 31059,"(40.5247, -97.5964)"
Nebraska,franklin,31061,Nebraska 31061,"(40.1764, -98.9527)"
Nebraska,frontier,31063,Nebraska 31063,"(40.5301, -100.3942)"
Nebraska,furnas,31065,Nebraska 31065,"(40.1765, -99.9123)"
Nebraska,gage,31067,Nebraska 31067,"(40.2619, -96.6893)"
Nebraska,garden,31069,Nebraska 31069,"(41.6194, -102.3354)"
Nebraska,garfield,31071,Nebraska 31071,"(41.9143, -98.9914)"
Nebraska,gosper,31073,Nebraska 31073,"(40.5148, -99.8307)"
Nebraska,grant,31075,Nebraska 31075,"(41.915, -101.7405)"
Nebraska,greeley,31077,Nebraska 31077,"(41.5675, -98.5212)"
Nebraska,hall,31079,Nebraska 31079,"(40.8725, -98.5022)"
Nebraska,hamilton,31081,Nebraska 31081,"(40.8735, -98.0233)"
Nebraska,harlan,31083,Nebraska 31083,"(40.1765, -99.4046)"
Nebraska,hayes,31085,Nebraska 31085,"(40.5248, -101.0618)"
Nebraska,hitchcock,31087,Nebraska 31087,"(40.1763, -101.0422)"
Nebraska,holt,31089,Nebraska 31089,"(42.4557, -98.7838)"
Nebraska,hooker,31091,Nebraska 31091,"(41.9159, -101.1353)"
Nebraska,howard,31093,Nebraska 31093,"(41.22, -98.5171)"
Nebraska,jefferson,31095,Nebraska 31095,"(40.1757, -97.1426)"
Nebraska,johnson,31097,Nebraska 31097,"(40.3926, -96.2649)"
Nebraska,kearney,31099,Nebraska 31099,"(40.5067, -98.948)"
Nebraska,keith,31101,Nebraska 31101,"(41.1988, -101.6613)"
Nebraska,keya paha,31103,Nebraska 31103,"(42.8789, -99.7124)"
Nebraska,kimball,31105,Nebraska 31105,"(41.1977, -103.715)"
Nebraska,knox,31107,Nebraska 31107,"(42.6369, -97.8919)"
Nebraska,lancaster,31109,Nebraska 31109,"(40.7841, -96.6878)"
Nebraska,lincoln,31111,Nebraska 31111,"(41.0478, -100.7452)"
Nebraska,logan,31113,Nebraska 31113,"(41.5665, -100.4829)"
Nebraska,loup,31115,Nebraska 31115,"(41.9138, -99.4544)"
Nebraska,mcpherson,31117,Nebraska 31117,"(41.5681, -101.0605)"
Nebraska,madison,31119,Nebraska 31119,"(41.9167, -97.6008)"
Nebraska,merrick,31121,Nebraska 31121,"(41.1698, -98.0376)"
Nebraska,morrill,31123,Nebraska 31123,"(41.716, -103.0105)"
Nebraska,nance,31125,Nebraska 31125,"(41.3973, -97.9923)"
Nebraska,nemaha,31127,Nebraska 31127,"(40.3881, -95.8486)"
Nebraska,nuckolls,31129,Nebraska 31129,"(40.1764, -98.0472)"
Nebraska,otoe,31131,Nebraska 31131,"(40.6485, -96.1348)"
Nebraska,pawnee,31133,Nebraska 31133,"(40.1314, -96.237)"
Nebraska,perkins,31135,Nebraska 31135,"(40.8509, -101.6496)"
Nebraska,phelps,31137,Nebraska 31137,"(40.5111, -99.4145)"
Nebraska,pierce,31139,Nebraska 31139,"(42.2644, -97.6013)"
Nebraska,platte,31141,Nebraska 31141,"(41.5701, -97.5198)"
Nebraska,polk,31143,Nebraska 31143,"(41.1869, -97.5684)"
Nebraska,red willow,31145,Nebraska 31145,"(40.1758, -100.4768)"
Nebraska,richardson,31147,Nebraska 31147,"(40.1249, -95.7167)"
Nebraska,rock,31149,Nebraska 31149,"(42.4213, -99.45)"
Nebraska,saline,31151,Nebraska 31151,"(40.524, -97.1408)"
Nebraska,sarpy,31153,Nebraska 31153,"(41.1131, -96.1119)"
Nebraska,saunders,31155,Nebraska 31155,"(41.2261, -96.6373)"
Nebraska,scotts bluff,31157,Nebraska 31157,"(41.8506, -103.708)"
Nebraska,seward,31159,Nebraska 31159,"(40.8723, -97.1395)"
Nebraska,sheridan,31161,Nebraska 31161,"(42.5048, -102.409)"
Nebraska,sherman,31163,Nebraska 31163,"(41.2205, -98.9763)"
Nebraska,sioux,31165,Nebraska 31165,"(42.4877, -103.7589)"
Nebraska,stanton,31167,Nebraska 31167,"(41.9169, -97.1939)"
Nebraska,thayer,31169,Nebraska 31169,"(40.1763, -97.5947)"
Nebraska,thomas,31171,Nebraska 31171,"(41.9135, -100.5559)"
Nebraska,thurston,31173,Nebraska 31173,"(42.1582, -96.5441)"
Nebraska,valley,31175,Nebraska 31175,"(41.5673, -98.9819)"
Nebraska,washington,31177,Nebraska 31177,"(41.5311, -96.2218)"
Nebraska,wayne,31179,Nebraska 31179,"(42.2092, -97.1193)"
Nebraska,webster,31181,Nebraska 31181,"(40.1764, -98.4999)"
Nebraska,wheeler,31183,Nebraska 31183,"(41.9148, -98.5282)"
Nebraska,york,31185,Nebraska 31185,"(40.8727, -97.5971)"
Nevada,churchill,32001,Nevada 32001,"(39.5809, -118.3356)"
Nevada,clark,32003,Nevada 32003,"(36.2145, -115.0187)"
Nevada,douglas,32005,Nevada 32005,"(38.9123, -119.6164)"
Nevada,elko,32007,Nevada 32007,"(41.1458, -115.3578)"
Nevada,esmeralda,32009,Nevada 32009,"(37.7847, -117.6324)"
Nevada,eureka,32011,Nevada 32011,"(39.9839, -116.2686)"
Nevada,humboldt,32013,Nevada 32013,"(41.4068, -118.112)"
Nevada,lander,32015,Nevada 32015,"(39.9338, -117.0379)"
Nevada,lincoln,32017,Nevada 32017,"(37.6433, -114.8775)"
Nevada,lyon,32019,Nevada 32019,"(39.018, -119.189)"
Nevada,mineral,32021,Nevada 32021,"(38.5388, -118.4352)"
Nevada,nye,32023,Nevada 32023,"(38.0466, -116.4732)"
Nevada,pershing,32027,Nevada 32027,"(40.4404, -118.4044)"
Nevada,storey,32029,Nevada 32029,"(39.4466, -119.5291)"
Nevada,washoe,32031,Nevada 32031,"(40.6639, -119.6637)"
Nevada,white pine,32033,Nevada 32033,"(39.4422, -114.9016)"
Nevada,carson city,32510,Nevada 32510,"(39.1507, -119.7465)"
New Hampshire,belknap,33001,New Hampshire 33001,"(43.5188, -71.4233)"
New Hampshire,carroll,33003,New Hampshire 33003,"(43.8739, -71.2028)"
New Hampshire,cheshire,33005,New Hampshire 33005,"(42.9193, -72.2512)"
New Hampshire,coos,33007,New Hampshire 33007,"(44.6893, -71.3057)"
New Hampshire,grafton,33009,New Hampshire 33009,"(43.9409, -71.8205)"
New Hampshire,hillsborough,33011,New Hampshire 33011,"(42.9153, -71.716)"
New Hampshire,merrimack,33013,New Hampshire 33013,"(43.2977, -71.6802)"
New Hampshire,rockingham,33015,New Hampshire 33015,"(42.9877, -71.1251)"
New Hampshire,strafford,33017,New Hampshire 33017,"(43.2975, -71.0293)"
New Hampshire,sullivan,33019,New Hampshire 33019,"(43.3612, -72.2223)"
New Jersey,atlantic,34001,New Jersey 34001,"(39.4825, -74.6766)"
New Jersey,bergen,34003,New Jersey 34003,"(40.9001, -73.9344)"
New Jersey,burlington,34005,New Jersey 34005,"(39.8774, -74.6679)"
New Jersey,camden,34007,New Jersey 34007,"(39.8038, -74.9599)"
New Jersey,cape may,34009,New Jersey 34009,"(39.1519, -74.8072)"
New Jersey,cumberland,34011,New Jersey 34011,"(39.3736, -75.1099)"
New Jersey,essex,34013,New Jersey 34013,"(40.69, -74.1293)"
New Jersey,gloucester,34015,New Jersey 34015,"(39.7173, -75.1419)"
New Jersey,hudson,34017,New Jersey 34017,"(40.7409, -74.0778)"
New Jersey,hunterdon,34019,New Jersey 34019,"(40.5672, -74.9123)"
New Jersey,mercer,34021,New Jersey 34021,"(40.2833, -74.7014)"
New Jersey,middlesex,34023,New Jersey 34023,"(40.4394, -74.4113)"
New Jersey,monmouth,34025,New Jersey 34025,"(40.259, -74.2257)"
New Jersey,morris,34027,New Jersey 34027,"(40.8621, -74.5445)"
New Jersey,ocean,34029,New Jersey 34029,"(39.9092, -74.2988)"
New Jersey,passaic,34031,New Jersey 34031,"(41.0337, -74.3003)"
New Jersey,salem,34033,New Jersey 34033,"(39.5873, -75.3459)"
New Jersey,somerset,34035,New Jersey 34035,"(40.5637, -74.6164)"
New Jersey,sussex,34037,New Jersey 34037,"(41.1395, -74.6902)"
New Jersey,union,34039,New Jersey 34039,"(40.6572, -74.1597)"
New Jersey,warren,34041,New Jersey 34041,"(40.8574, -74.997)"
New Mexico,bernalillo,35001,New Mexico 35001,"(35.0515, -106.6702)"
New Mexico,catron,35003,New Mexico 35003,"(33.9153, -108.4047)"
New Mexico,chaves,35005,New Mexico 35005,"(33.3632, -104.467)"
New Mexico,cibola,35006,New Mexico 35006,"(34.9126, -107.9997)"
New Mexico,colfax,35007,New Mexico 35007,"(36.6061, -104.6468)"
New Mexico,curry,35009,New Mexico 35009,"(34.5741, -103.3468)"
New Mexico,de baca,35011,New Mexico 35011,"(34.3424, -104.412)"
New Mexico,dona ana,35013,New Mexico 35013,"(32.3527, -106.8328)"
New Mexico,eddy,35015,New Mexico 35015,"(32.4715, -104.3043)"
New Mexico,grant,35017,New Mexico 35017,"(32.739, -108.3822)"
New Mexico,guadalupe,35019,New Mexico 35019,"(34.8633, -104.7907)"
New Mexico,harding,35021,New Mexico 35021,"(35.858, -103.8199)"
New Mexico,hidalgo,35023,New Mexico 35023,"(31.9142, -108.7148)"
New Mexico,lea,35025,New Mexico 35025,"(32.7922, -103.4124)"
New Mexico,lincoln,35027,New Mexico 35027,"(33.7453, -105.4592)"
New Mexico,los alamos,35028,New Mexico 35028,"(35.8693, -106.3072)"
New Mexico,luna,35029,New Mexico 35029,"(32.1822, -107.7497)"
New Mexico,mckinley,35031,New Mexico 35031,"(35.5806, -108.2619)"
New Mexico,mora,35033,New Mexico 35033,"(36.0099, -104.9446)"
New Mexico,otero,35035,New Mexico 35035,"(32.6132, -105.7417)"
New Mexico,quay,35037,New Mexico 35037,"(35.1043, -103.5497)"
New Mexico,rio arriba,35039,New Mexico 35039,"(36.5096, -106.6931)"
New Mexico,roosevelt,35041,New Mexico 35041,"(34.0213, -103.4802)"
New Mexico,sandoval,35043,New Mexico 35043,"(35.6887, -106.8659)"
New Mexico,san juan,35045,New Mexico 35045,"(36.5085, -108.3206)"
New Mexico,san miguel,35047,New Mexico 35047,"(35.4803, -104.8159)"
New Mexico,santa fe,35049,New Mexico 35049,"(35.5068, -105.9761)"
New Mexico,sierra,35051,New Mexico 35051,"(33.1305, -107.1925)"
New Mexico,socorro,35053,New Mexico 35053,"(34.0072, -106.9303)"
New Mexico,taos,35055,New Mexico 35055,"(36.5783, -105.6309)"
New Mexico,torrance,35057,New Mexico 35057,"(34.6405, -105.8508)"
New Mexico,union,35059,New Mexico 35059,"(36.4818, -103.471)"
New Mexico,valencia,35061,New Mexico 35061,"(34.7154, -106.8091)"
New York,albany,36001,New York 36001,"(42.6002, -73.9735)"
New York,allegany,36003,New York 36003,"(42.2574, -78.0276)"
New York,bronx,36005,New York 36005,"(40.8527, -73.8669)"
New York,broome,36007,New York 36007,"(42.1602, -75.8196)"
New York,cattaraugus,36009,New York 36009,"(42.2486, -78.6789)"
New York,cayuga,36011,New York 36011,"(42.9169, -76.5543)"
New York,chautauqua,36013,New York 36013,"(42.2282, -79.3664)"
New York,chemung,36015,New York 36015,"(42.1413, -76.76)"
New York,chenango,36017,New York 36017,"(42.4936, -75.6115)"
New York,clinton,36019,New York 36019,"(44.7462, -73.6781)"
New York,columbia,36021,New York 36021,"(42.2501, -73.6318)"
New York,cortland,36023,New York 36023,"(42.595, -76.0702)"
New York,delaware,36025,New York 36025,"(42.1982, -74.9664)"
New York,dutchess,36027,New York 36027,"(41.7652, -73.7428)"
New York,erie,36029,New York 36029,"(42.7621, -78.7308)"
New York,essex,36031,New York 36031,"(44.1172, -73.7727)"
New York,franklin,36033,New York 36033,"(44.5929, -74.3038)"
New York,fulton,36035,New York 36035,"(43.1139, -74.4222)"
New York,genesee,36037,New York 36037,"(43.001, -78.1936)"
New York,greene,36039,New York 36039,"(42.2766, -74.1227)"
New York,hamilton,36041,New York 36041,"(43.6611, -74.4974)"
New York,herkimer,36043,New York 36043,"(43.4196, -74.9626)"
New York,jefferson,36045,New York 36045,"(44.0409, -75.9102)"
New York,kings,36047,New York 36047,"(40.6447, -73.9472)"
New York,lewis,36049,New York 36049,"(43.7847, -75.4488)"
New York,livingston,36051,New York 36051,"(42.728, -77.7754)"
New York,madison,36053,New York 36053,"(42.9129, -75.6697)"
New York,monroe,36055,New York 36055,"(43.1464, -77.6958)"
New York,montgomery,36057,New York 36057,"(42.9023, -74.4397)"
New York,nassau,36059,New York 36059,"(40.7411, -73.5885)"
New York,new york,36061,New York 36061,"(40.7786, -73.9689)"
New York,niagara,36063,New York 36063,"(43.2011, -78.7427)"
New York,oneida,36065,New York 36065,"(43.2418, -75.4359)"
New York,onondaga,36067,New York 36067,"(43.0058, -76.1946)"
New York,ontario,36069,New York 36069,"(42.8529, -77.2998)"
New York,orange,36071,New York 36071,"(41.4022, -74.3056)"
New York,orleans,36073,New York 36073,"(43.2522, -78.2312)"
New York,oswego,36075,New York 36075,"(43.4261, -76.1412)"
New York,otsego,36077,New York 36077,"(42.6338, -75.0326)"
New York,putnam,36079,New York 36079,"(41.4267, -73.7495)"
New York,queens,36081,New York 36081,"(40.7067, -73.8177)"
New York,rensselaer,36083,New York 36083,"(42.7111, -73.5097)"
New York,richmond,36085,New York 36085,"(40.5802, -74.1557)"
New York,rockland,36087,New York 36087,"(41.1529, -74.0241)"
New York,st. lawrence,36089,New York 36089,"(44.4921, -75.0625)"
New York,saratoga,36091,New York 36091,"(43.1074, -73.8639)"
New York,schenectady,36093,New York 36093,"(42.8182, -74.0585)"
New York,schoharie,36095,New York 36095,"(42.5882, -74.4421)"
New York,schuyler,36097,New York 36097,"(42.3938, -76.8752)"
New York,seneca,36099,New York 36099,"(42.781, -76.8237)"
New York,steuben,36101,New York 36101,"(42.2678, -77.3838)"
New York,suffolk,36103,New York 36103,"(40.878, -72.8573)"
New York,sullivan,36105,New York 36105,"(41.7164, -74.7681)"
New York,tioga,36107,New York 36107,"(42.1703, -76.3063)"
New York,tompkins,36109,New York 36109,"(42.452, -76.4737)"
New York,ulster,36111,New York 36111,"(41.8881, -74.2585)"
New York,warren,36113,New York 36113,"(43.561, -73.846)"
New York,washington,36115,New York 36115,"(43.3137, -73.4307)"
New York,wayne,36117,New York 36117,"(43.1566, -77.0292)"
New York,westchester,36119,New York 36119,"(41.1643, -73.7553)"
New York,wyoming,36121,New York 36121,"(42.7023, -78.2245)"
New York,yates,36123,New York 36123,"(42.6335, -77.1055)"
North Carolina,alamance,37001,North Carolina 37001,"(36.044, -79.3995)"
North Carolina,alexander,37003,North Carolina 37003,"(35.9211, -81.1772)"
North Carolina,alleghany,37005,North Carolina 37005,"(36.4915, -81.1286)"
North Carolina,anson,37007,North Carolina 37007,"(34.9738, -80.1027)"
North Carolina,ashe,37009,North Carolina 37009,"(36.4346, -81.501)"
North Carolina,avery,37011,North Carolina 37011,"(36.0766, -81.9224)"
North Carolina,beaufort,37013,North Carolina 37013,"(35.4947, -76.8631)"
North Carolina,bertie,37015,North Carolina 37015,"(36.0662, -76.9791)"
North Carolina,bladen,37017,North Carolina 37017,"(34.6143, -78.5632)"
North Carolina,brunswick,37019,North Carolina 37019,"(33.9633, -78.0599)"
North Carolina,buncombe,37021,North Carolina 37021,"(35.6112, -82.5302)"
North Carolina,burke,37023,North Carolina 37023,"(35.7495, -81.7045)"
North Carolina,cabarrus,37025,North Carolina 37025,"(35.3868, -80.5519)"
North Carolina,caldwell,37027,North Carolina 37027,"(35.953, -81.5465)"
North Carolina,camden,37029,North Carolina 37029,"(36.3902, -76.2101)"
North Carolina,carteret,37031,North Carolina 37031,"(34.8306, -76.6707)"
North Carolina,caswell,37033,North Carolina 37033,"(36.3934, -79.3337)"
North Carolina,catawba,37035,North Carolina 37035,"(35.6626, -81.2144)"
North Carolina,chatham,37037,North Carolina 37037,"(35.7027, -79.2553)"
North Carolina,cherokee,37039,North Carolina 37039,"(35.1339, -84.0635)"
North Carolina,chowan,37041,North Carolina 37041,"(36.1513, -76.6914)"
North Carolina,clay,37043,North Carolina 37043,"(35.0572, -83.7502)"
North Carolina,cleveland,37045,North Carolina 37045,"(35.334, -81.5554)"
North Carolina,columbus,37047,North Carolina 37047,"(34.2655, -78.655)"
North Carolina,craven,37049,North Carolina 37049,"(35.1262, -77.0969)"
North Carolina,cumberland,37051,North Carolina 37051,"(35.0485, -78.8273)"
North Carolina,currituck,37053,North Carolina 37053,"(36.4011, -76.0141)"
North Carolina,dare,37055,North Carolina 37055,"(35.7715, -75.8009)"
North Carolina,davidson,37057,North Carolina 37057,"(35.7932, -80.2127)"
North Carolina,davie,37059,North Carolina 37059,"(35.9292, -80.5446)"
North Carolina,duplin,37061,North Carolina 37061,"(34.9365, -77.9333)"
North Carolina,durham,37063,North Carolina 37063,"(36.0359, -78.8764)"
North Carolina,edgecombe,37065,North Carolina 37065,"(35.9129, -77.5971)"
North Carolina,forsyth,37067,North Carolina 37067,"(36.1304, -80.2563)"
North Carolina,franklin,37069,North Carolina 37069,"(36.0827, -78.2857)"
North Carolina,gaston,37071,North Carolina 37071,"(35.2945, -81.1801)"
North Carolina,gates,37073,North Carolina 37073,"(36.4449, -76.7011)"
North Carolina,graham,37075,North Carolina 37075,"(35.3502, -83.8335)"
North Carolina,granville,37077,North Carolina 37077,"(36.304, -78.653)"
North Carolina,greene,37079,North Carolina 37079,"(35.4852, -77.6756)"
North Carolina,guilford,37081,North Carolina 37081,"(36.0794, -79.789)"
North Carolina,halifax,37083,North Carolina 37083,"(36.2575, -77.6519)"
North Carolina,harnett,37085,North Carolina 37085,"(35.3687, -78.8693)"
North Carolina,haywood,37087,North Carolina 37087,"(35.5561, -82.9822)"
North Carolina,henderson,37089,North Carolina 37089,"(35.3362, -82.4799)"
North Carolina,hertford,37091,North Carolina 37091,"(36.3111, -76.7495)"
North Carolina,hoke,37093,North Carolina 37093,"(35.0174, -79.2371)"
North Carolina,hyde,37095,North Carolina 37095,"(35.5318, -76.2485)"
North Carolina,iredell,37097,North Carolina 37097,"(35.8072, -80.8736)"
North Carolina,jackson,37099,North Carolina 37099,"(35.2874, -83.1408)"
North Carolina,johnston,37101,North Carolina 37101,"(35.5176, -78.3657)"
North Carolina,jones,37103,North Carolina 37103,"(35.0222, -77.3555)"
North Carolina,lee,37105,North Carolina 37105,"(35.475, -79.1716)"
North Carolina,lenoir,37107,North Carolina 37107,"(35.2393, -77.6416)"
North Carolina,lincoln,37109,North Carolina 37109,"(35.4862, -81.2239)"
North Carolina,mcdowell,37111,North Carolina 37111,"(35.6813, -82.0487)"
North Carolina,macon,37113,North Carolina 37113,"(35.1504, -83.4221)"
North Carolina,madison,37115,North Carolina 37115,"(35.8581, -82.7057)"
North Carolina,martin,37117,North Carolina 37117,"(35.8416, -77.1072)"
North Carolina,mecklenburg,37119,North Carolina 37119,"(35.2468, -80.8328)"
North Carolina,mitchell,37121,North Carolina 37121,"(36.0133, -82.1634)"
North Carolina,montgomery,37123,North Carolina 37123,"(35.3324, -79.9054)"
North Carolina,moore,37125,North Carolina 37125,"(35.3107, -79.4813)"
North Carolina,nash,37127,North Carolina 37127,"(35.9672, -77.9864)"
North Carolina,new hanover,37129,North Carolina 37129,"(34.1047, -77.8921)"
North Carolina,northampton,37131,North Carolina 37131,"(36.4177, -77.3967)"
North Carolina,onslow,37133,North Carolina 37133,"(34.7374, -77.4342)"
North Carolina,orange,37135,North Carolina 37135,"(36.0614, -79.1205)"
North Carolina,pamlico,37137,North Carolina 37137,"(35.1407, -76.7488)"
North Carolina,pasquotank,37139,North Carolina 37139,"(36.2046, -76.1331)"
North Carolina,pender,37141,North Carolina 37141,"(34.386, -77.6199)"
North Carolina,perquimans,37143,North Carolina 37143,"(36.2069, -76.4419)"
North Carolina,person,37145,North Carolina 37145,"(36.3901, -78.9717)"
North Carolina,pitt,37147,North Carolina 37147,"(35.5935, -77.3748)"
North Carolina,polk,37149,North Carolina 37149,"(35.2793, -82.1696)"
North Carolina,randolph,37151,North Carolina 37151,"(35.7103, -79.806)"
North Carolina,richmond,37153,North Carolina 37153,"(35.0059, -79.748)"
North Carolina,robeson,37155,North Carolina 37155,"(34.6401, -79.1035)"
North Carolina,rockingham,37157,North Carolina 37157,"(36.3961, -79.7751)"
North Carolina,rowan,37159,North Carolina 37159,"(35.6396, -80.5247)"
North Carolina,rutherford,37161,North Carolina 37161,"(35.4023, -81.9202)"
North Carolina,sampson,37163,North Carolina 37163,"(34.9915, -78.3712)"
North Carolina,scotland,37165,North Carolina 37165,"(34.8411, -79.4805)"
North Carolina,stanly,37167,North Carolina 37167,"(35.312, -80.2507)"
North Carolina,stokes,37169,North Carolina 37169,"(36.4018, -80.2395)"
North Carolina,surry,37171,North Carolina 37171,"(36.4148, -80.6882)"
North Carolina,swain,37173,North Carolina 37173,"(35.4867, -83.4927)"
North Carolina,transylvania,37175,North Carolina 37175,"(35.2022, -82.7983)"
North Carolina,tyrrell,37177,North Carolina 37177,"(35.8161, -76.2118)"
North Carolina,union,37179,North Carolina 37179,"(34.9884, -80.5307)"
North Carolina,vance,37181,North Carolina 37181,"(36.3648, -78.4083)"
North Carolina,wake,37183,North Carolina 37183,"(35.7901, -78.6504)"
North Carolina,warren,37185,North Carolina 37185,"(36.3966, -78.1069)"
North Carolina,washington,37187,North Carolina 37187,"(35.8221, -76.5767)"
North Carolina,watauga,37189,North Carolina 37189,"(36.2313, -81.6969)"
North Carolina,wayne,37191,North Carolina 37191,"(35.3638, -78.004)"
North Carolina,wilkes,37193,North Carolina 37193,"(36.2065, -81.1638)"
North Carolina,wilson,37195,North Carolina 37195,"(35.7048, -77.9185)"
