"","STATE","COUNTY","CTYNAME","STNAME","pop09","pop19","pop29","pop39","pop49","pop59","pop69","pop79","pop89"
"748","18","101","Martin County","Indiana",1234,1238,1134,1124,1201,1434,1466,935,489
"749","18","103","Miami County","Indiana",3874,4442,4576,4526,4671,4769,4323,2883,1452
"750","18","105","Monroe County","Indiana",12802,21758,39462,17702,14447,14475,14351,8696,4738
"751","18","107","Montgomery County","Indiana",4682,5085,4785,4402,4419,5326,4735,3078,1826
"752","18","109","Morgan County","Indiana",8081,9319,8039,8081,8943,10685,9287,5560,2494
"753","18","111","Newton County","Indiana",1532,1681,1585,1577,1681,2048,1993,1226,661
"754","18","113","Noble County","Indiana",6298,6428,5994,5599,5872,6409,6011,3449,1684
"755","18","115","Ohio County","Indiana",630,629,564,638,677,947,911,588,291
"756","18","117","Orange County","Indiana",2397,2540,2209,2145,2290,2672,2714,1791,888
"757","18","119","Owen County","Indiana",2237,2516,2228,2259,2464,3278,3099,1884,834
"758","18","121","Parke County","Indiana",1991,1977,2087,2032,1970,2308,2290,1532,750
"759","18","123","Perry County","Indiana",2172,2244,2445,2437,2318,2546,2568,1546,893
"760","18","125","Pike County","Indiana",1445,1505,1333,1381,1490,1753,1727,1150,605
"761","18","127","Porter County","Indiana",19157,22541,21154,21952,22250,22494,22084,12421,6336
"762","18","129","Posey County","Indiana",2932,3092,2738,3001,3036,3574,3783,2110,1161
"763","18","131","Pulaski County","Indiana",1359,1636,1365,1396,1456,1752,1708,1074,607
"764","18","133","Putnam County","Indiana",3834,4969,6043,4417,4430,5047,4464,2786,1586
"765","18","135","Randolph County","Indiana",2950,3179,2726,2599,3052,3305,3214,2244,1396
"766","18","137","Ripley County","Indiana",3427,3848,3449,3110,3464,3937,3548,2271,1270
"767","18","139","Rush County","Indiana",1947,2160,1907,1843,1995,2401,2189,1357,782
"768","18","141","St. Joseph County","Indiana",34890,38095,39851,34315,31158,32606,31776,18056,11079
"769","18","143","Scott County","Indiana",2835,3015,2919,2833,3161,3448,2930,1908,824
"770","18","145","Shelby County","Indiana",5359,5711,5240,5277,5566,6492,5838,3396,1850
"771","18","147","Spencer County","Indiana",2264,2569,2176,2213,2456,3045,2787,1839,928
"772","18","149","Starke County","Indiana",2746,2926,2660,2576,2774,3136,3317,1944,916
"773","18","151","Steuben County","Indiana",3703,4409,4238,3552,3865,4900,5136,3245,1546
"774","18","153","Sullivan County","Indiana",2147,2243,2772,2787,2803,2759,2519,1738,901
"775","18","155","Switzerland County","Indiana",1401,1471,1118,1231,1325,1562,1364,838,441
"776","18","157","Tippecanoe County","Indiana",22553,30391,49612,23048,19332,18574,16731,9752,5739
"777","18","159","Tipton County","Indiana",1594,1819,1716,1564,1862,2213,2115,1448,817
"778","18","161","Union County","Indiana",766,851,878,751,831,1089,927,646,315
"779","18","163","Vanderburgh County","Indiana",21814,22440,25782,24123,20323,22948,22964,12834,8223
"780","18","165","Vermillion County","Indiana",1806,1973,1796,1659,1981,2071,2101,1366,745
"781","18","167","Vigo County","Indiana",12117,13864,19429,12881,11821,12593,12135,7738,4460
"782","18","169","Wabash County","Indiana",3269,4150,3831,3297,3519,4117,4088,2747,1978
"783","18","171","Warren County","Indiana",979,1028,830,941,987,1213,1113,750,424
"784","18","173","Warrick County","Indiana",7431,8764,6809,7660,8294,8501,7897,5106,2536
"785","18","175","Washington County","Indiana",3414,3630,3278,3203,3582,4061,3641,2213,1014
"786","18","177","Wayne County","Indiana",7768,8399,8270,7455,7781,8829,8516,5482,3384
"787","18","179","Wells County","Indiana",3718,3843,3282,3293,3192,3673,3690,2226,1379
"788","18","181","White County","Indiana",3054,3110,2710,2472,2845,3190,3398,2150,1173
"789","18","183","Whitley County","Indiana",4108,4366,3803,3995,4150,4646,4712,2689,1495
"790","19","001","Adair County","Iowa",848,849,724,831,715,980,1052,612,541
"791","19","003","Adams County","Iowa",401,413,354,393,359,521,541,399,221
"792","19","005","Allamakee County","Iowa",1805,1660,1365,1403,1337,1841,2072,1369,835
"793","19","007","Appanoose County","Iowa",1473,1573,1250,1318,1342,1658,1796,1248,768
"794","19","009","Audubon County","Iowa",640,609,583,532,527,806,818,550,431
"795","19","011","Benton County","Iowa",3158,3320,2627,2895,3016,3858,3343,2077,1351
"796","19","013","Black Hawk County","Iowa",16211,16612,23978,15794,13778,14517,15491,9186,5661
"797","19","015","Boone County","Iowa",2828,3221,3007,3348,3165,3640,3777,1999,1249
"798","19","017","Bremer County","Iowa",2958,3677,3158,2908,2830,3009,2952,2152,1418
"799","19","019","Buchanan County","Iowa",2838,3126,2127,2606,2385,2798,2629,1686,980
"800","19","021","Buena Vista County","Iowa",2870,2809,2676,2456,1962,2280,2362,1256,949
"801","19","023","Butler County","Iowa",1599,1897,1468,1589,1618,1862,2072,1381,953
"802","19","025","Calhoun County","Iowa",1153,1102,1099,1093,996,1192,1442,846,745
"803","19","027","Carroll County","Iowa",2676,2680,2160,2203,2103,2694,2727,1562,1360
"804","19","029","Cass County","Iowa",1450,1652,1286,1368,1387,1679,1842,1264,908
"805","19","031","Cedar County","Iowa",2055,2422,1868,2133,2280,2672,2606,1513,1078
"806","19","033","Cerro Gordo County","Iowa",4804,4994,4816,4699,4521,5792,6308,3799,2717
"807","19","035","Cherokee County","Iowa",1304,1317,1111,1213,1110,1506,1710,1062,902
"808","19","037","Chickasaw County","Iowa",1509,1555,1234,1244,1243,1660,1739,1016,733
"809","19","039","Clarke County","Iowa",1254,1355,956,1114,1057,1204,1231,729,495
"810","19","041","Clay County","Iowa",1983,1974,1723,1945,1780,2000,2243,1340,1028
"811","19","043","Clayton County","Iowa",1960,2067,1731,1744,1796,2443,2854,1744,1210
"812","19","045","Clinton County","Iowa",5748,5788,5221,5243,5283,6470,6186,3973,2517
"813","19","047","Crawford County","Iowa",2319,2389,2028,1958,1904,2078,2048,1294,802
"814","19","049","Dallas County","Iowa",14462,13059,11469,15164,13102,10524,8083,4724,2866
"815","19","051","Davis County","Iowa",1494,1362,1014,941,966,1054,1078,636,455
"816","19","053","Decatur County","Iowa",957,1198,1325,719,735,833,965,670,468
"817","19","055","Delaware County","Iowa",2111,2259,1722,1829,1873,2493,2401,1347,976
"818","19","057","Des Moines County","Iowa",4712,4850,4327,4515,4386,5177,5274,3541,2185
"819","19","059","Dickinson County","Iowa",1750,1842,1684,1775,1907,2230,2911,1949,1210
"820","19","061","Dubuque County","Iowa",12166,12953,13206,11898,10182,12612,12143,7172,4979
"821","19","063","Emmet County","Iowa",955,1214,1062,1043,1023,1166,1400,760,585
"822","19","065","Fayette County","Iowa",2211,2553,2373,2081,1936,2744,2793,1720,1239
"823","19","067","Floyd County","Iowa",1894,2000,1689,1666,1702,2150,2089,1491,961
"824","19","069","Franklin County","Iowa",1215,1345,1027,1086,1107,1307,1483,897,603
"825","19","071","Fremont County","Iowa",819,833,679,716,798,906,1096,663,450
"826","19","073","Greene County","Iowa",1093,1126,907,952,956,1159,1290,804,601
"827","19","075","Grundy County","Iowa",1435,1603,1290,1424,1390,1628,1593,1093,776
"828","19","077","Guthrie County","Iowa",1203,1361,1017,1092,1211,1524,1602,999,680
"829","19","079","Hamilton County","Iowa",1815,1860,1520,1679,1668,2022,2066,1233,910
"830","19","081","Hancock County","Iowa",1199,1368,1085,1169,1152,1384,1617,939,717
"831","19","083","Hardin County","Iowa",1712,2101,1857,1890,1845,2243,2513,1494,1191
"832","19","085","Harrison County","Iowa",1700,1827,1428,1567,1651,2002,1927,1188,759
"833","19","087","Henry County","Iowa",2320,2539,2623,2345,2300,2617,2474,1706,1030
"834","19","089","Howard County","Iowa",1187,1277,935,1003,955,1217,1230,804,550
"835","19","091","Humboldt County","Iowa",1176,1238,933,1152,946,1269,1344,819,681
"836","19","093","Ida County","Iowa",916,917,692,748,702,863,952,613,457
"837","19","095","Iowa County","Iowa",2045,2039,1727,1839,1823,2335,2202,1211,963
"838","19","097","Jackson County","Iowa",2286,2437,2030,2024,2093,2878,2803,1759,1129
"839","19","099","Jasper County","Iowa",4380,4611,4184,4630,4511,5054,4695,3048,2072
"840","19","101","Jefferson County","Iowa",1541,1573,3360,2164,1828,2040,3102,1843,844
"841","19","103","Johnson County","Iowa",17184,20700,36114,20229,16014,14946,14045,7779,4129
"842","19","105","Jones County","Iowa",2217,2534,2182,2497,2439,2968,2807,1787,1250
"843","19","107","Keokuk County","Iowa",1279,1286,1056,1130,1107,1347,1465,922,654
"844","19","109","Kossuth County","Iowa",1721,1823,1480,1585,1430,1965,2183,1414,1212
"845","19","111","Lee County","Iowa",3985,3805,3828,3891,3873,4665,4822,3106,1682
"846","19","113","Linn County","Iowa",28399,29550,30757,30302,27996,29025,25762,15634,9281
"847","19","115","Louisa County","Iowa",1299,1359,1246,1326,1299,1592,1479,870,565
"848","19","117","Lucas County","Iowa",1076,1075,955,832,882,1194,1263,785,538
"849","19","119","Lyon County","Iowa",1786,1789,1230,1345,1349,1341,1408,824,683
"850","19","121","Madison County","Iowa",2018,2353,1595,1931,2184,2307,2024,1217,709
"851","19","123","Mahaska County","Iowa",2934,2998,2731,2592,2500,2714,2827,1653,1146
"852","19","125","Marion County","Iowa",4004,4887,4023,3800,3917,4337,4075,2588,1622
"853","19","127","Marshall County","Iowa",5286,5642,4659,4698,4265,4908,4901,2988,2022
"854","19","129","Mills County","Iowa",1795,2038,1500,1663,1943,2195,2126,1224,625
"855","19","131","Mitchell County","Iowa",1320,1428,1137,1129,1063,1473,1402,868,766
"856","19","133","Monona County","Iowa",1010,1044,891,874,863,1115,1275,839,704
"857","19","135","Monroe County","Iowa",885,1050,835,844,901,1051,1048,694,399
"858","19","137","Montgomery County","Iowa",1190,1257,1047,995,1120,1350,1484,865,609
"859","19","139","Muscatine County","Iowa",5657,5913,5303,5240,4914,5483,5187,3222,1745
"860","19","141","O'Brien County","Iowa",1760,1844,1551,1542,1446,1752,1843,1045,970
"861","19","143","Osceola County","Iowa",700,795,588,615,609,798,871,537,445
"862","19","145","Page County","Iowa",1462,1619,1748,1832,1906,1898,2211,1415,1016
"863","19","147","Palo Alto County","Iowa",1088,1190,1011,993,889,1082,1229,738,666
"864","19","149","Plymouth County","Iowa",3318,3560,2756,2867,2933,3312,3223,1940,1268
"865","19","151","Pocahontas County","Iowa",780,844,629,661,647,929,1039,625,465
"866","19","153","Polk County","Iowa",67890,64735,69491,72982,61594,60198,49959,27940,15372
"867","19","155","Pottawattamie County","Iowa",11869,12397,10971,11374,10946,12432,12073,7022,4122
"868","19","157","Poweshiek County","Iowa",1884,2631,2647,1905,1880,2292,2491,1622,1152
"869","19","159","Ringgold County","Iowa",564,672,432,525,478,634,696,492,401
"870","19","161","Sac County","Iowa",1181,1206,931,1009,971,1317,1486,842,778
"871","19","163","Scott County","Iowa",22131,22772,21326,23313,21045,22254,20684,12352,7066
"872","19","165","Shelby County","Iowa",1305,1518,1114,1094,1180,1718,1605,1057,863
"873","19","167","Sioux County","Iowa",5060,5827,4939,3962,3585,3760,3791,2177,1754
"874","19","169","Story County","Iowa",8821,15541,28296,10345,8693,8474,8826,4933,3188
"875","19","171","Tama County","Iowa",2185,2268,1816,1804,1852,2297,2315,1344,973
"876","19","173","Taylor County","Iowa",814,757,586,738,615,803,834,576,398
"877","19","175","Union County","Iowa",1365,1755,1414,1407,1353,1537,1585,1110,715
"878","19","177","Van Buren County","Iowa",880,872,693,749,757,980,1053,648,412
"879","19","179","Wapello County","Iowa",4383,4455,4478,4296,4012,4479,4529,2679,1658
"880","19","181","Warren County","Iowa",6634,7578,6102,6618,6479,6748,5799,3592,1916
"881","19","183","Washington County","Iowa",2963,2907,2485,2501,2399,2856,2849,1793,1212
"882","19","185","Wayne County","Iowa",859,886,669,664,623,787,902,617,434
"883","19","187","Webster County","Iowa",4219,4856,5192,4078,3690,4517,4743,2760,1849
"884","19","189","Winnebago County","Iowa",1189,1414,1223,1124,1086,1257,1477,874,710
"885","19","191","Winneshiek County","Iowa",1839,2941,2886,1922,1975,2627,2858,1716,1227
"886","19","193","Woodbury County","Iowa",14566,15208,13926,13224,12059,12242,11355,6736,3791
"887","19","195","Worth County","Iowa",825,849,868,829,860,1047,1066,622,415
"888","19","197","Wright County","Iowa",1615,1709,1214,1351,1295,1533,1806,1115,924
"889","20","001","Allen County","Kansas",1418,1749,1444,1376,1388,1521,1683,1085,705
"890","20","003","Anderson County","Kansas",1071,1105,791,825,796,1027,1010,748,485
"891","20","005","Atchison County","Kansas",1897,2594,2267,1781,1654,1972,1912,1208,788
"892","20","007","Barber County","Kansas",558,548,429,508,386,581,712,480,225
"893","20","009","Barton County","Kansas",3256,3509,2973,3105,2527,3322,3565,2019,1503
"894","20","011","Bourbon County","Kansas",1979,2175,1683,1582,1568,1645,1913,1216,773
"895","20","013","Brown County","Kansas",1344,1281,942,1092,967,1217,1360,874,487
"896","20","015","Butler County","Kansas",8719,10136,7594,8581,8252,8612,7973,4377,2667
"897","20","017","Chase County","Kansas",274,301,311,268,283,340,381,310,180
"898","20","019","Chautauqua County","Kansas",342,361,288,364,300,419,506,412,258
"899","20","021","Cherokee County","Kansas",2332,2646,2150,2296,2325,2850,2606,1772,962
"900","20","023","Cheyenne County","Kansas",330,284,277,273,244,285,419,299,246
"901","20","025","Clark County","Kansas",250,284,221,223,222,241,227,174,152
"902","20","027","Clay County","Kansas",1008,1009,760,916,907,964,1105,785,548
"903","20","029","Cloud County","Kansas",1159,1202,967,1026,842,1109,1122,755,604
"904","20","031","Coffey County","Kansas",967,987,845,923,913,1124,1201,792,427
"905","20","033","Comanche County","Kansas",224,224,144,172,179,200,251,194,112
"906","20","035","Cowley County","Kansas",4422,4950,4316,4200,3914,4322,4174,2832,1778
"907","20","037","Crawford County","Kansas",4699,5488,7699,4345,3986,4255,4122,2586,1638
"908","20","039","Decatur County","Kansas",328,282,255,292,238,360,498,288,286
"909","20","041","Dickinson County","Kansas",2202,2482,1865,2241,2065,2475,2496,1488,1152
"910","20","043","Doniphan County","Kansas",842,1115,912,863,832,960,1041,637,398
"911","20","045","Douglas County","Kansas",12061,17077,30926,15721,12816,11850,11627,6554,3627
"912","20","047","Edwards County","Kansas",346,375,268,281,290,384,436,242,176
"913","20","049","Elk County","Kansas",311,307,193,224,225,321,414,316,219
"914","20","051","Ellis County","Kansas",3368,3849,5714,3499,2830,3006,3205,1843,1239
"915","20","053","Ellsworth County","Kansas",592,627,831,813,712,770,878,519,360
"916","20","055","Finney County","Kansas",6178,6054,5375,4756,4009,4190,3220,1697,988
"917","20","057","Ford County","Kansas",5705,5402,4998,4252,3892,3826,2977,1463,1104
"918","20","059","Franklin County","Kansas",3224,3537,3028,3051,2932,3630,3214,1940,988
"919","20","061","Geary County","Kansas",6678,3719,7886,5199,2569,1898,1729,1273,719
"920","20","063","Gove County","Kansas",346,343,238,285,258,313,372,249,232
"921","20","065","Graham County","Kansas",260,284,192,263,232,339,395,278,239
"922","20","067","Grant County","Kansas",1108,1253,883,785,849,816,767,434,255
"923","20","069","Gray County","Kansas",919,958,714,679,701,748,653,347,269
"924","20","071","Greeley County","Kansas",197,159,112,165,106,146,158,97,92
"925","20","073","Greenwood County","Kansas",665,756,505,584,620,851,947,682,372
"926","20","075","Hamilton County","Kansas",405,392,302,331,288,314,268,161,78
"927","20","077","Harper County","Kansas",740,713,507,606,559,641,782,495,393
"928","20","079","Harvey County","Kansas",4304,5032,4184,3924,3806,4031,4277,2680,2191
"929","20","081","Haskell County","Kansas",575,645,500,440,461,467,490,258,132
"930","20","083","Hodgeman County","Kansas",220,232,162,190,158,241,275,157,159
"931","20","085","Jackson County","Kansas",1770,1847,1345,1428,1511,1799,1716,1183,572
"932","20","087","Jefferson County","Kansas",2178,2544,1909,2164,2242,2948,2639,1567,852
"933","20","089","Jewell County","Kansas",329,298,260,262,248,351,516,358,257
"934","20","091","Johnson County","Kansas",77676,80525,75454,86462,79460,76449,66518,38513,21344
"935","20","093","Kearny County","Kansas",630,555,478,505,378,451,402,252,187
"936","20","095","Kingman County","Kansas",826,915,706,782,770,1010,1049,626,468
"937","20","097","Kiowa County","Kansas",319,351,299,229,255,286,361,204,171
"938","20","099","Labette County","Kansas",2543,2572,2201,2227,2128,2727,2524,1679,1017
"939","20","101","Lane County","Kansas",195,172,143,149,162,224,230,151,109
"940","20","103","Leavenworth County","Kansas",10697,10137,10147,12257,10737,10455,9176,5442,2710
"941","20","105","Lincoln County","Kansas",319,391,255,293,294,386,490,292,242
"942","20","107","Linn County","Kansas",1035,1296,867,1001,1160,1423,1366,1033,522
"943","20","109","Logan County","Kansas",395,329,329,315,272,332,412,218,192
"944","20","111","Lyon County","Kansas",3971,4820,6659,3734,3175,3607,3698,2116,1415
"945","20","113","McPherson County","Kansas",3360,3890,3403,3478,3038,3560,3773,2261,1779
"946","20","115","Marion County","Kansas",1303,1580,1361,1177,1137,1571,1699,1144,912
"947","20","117","Marshall County","Kansas",1293,1254,898,1084,993,1222,1428,858,677
"948","20","119","Meade County","Kansas",548,569,515,402,431,514,502,292,260
"949","20","121","Miami County","Kansas",4366,4787,3547,4027,4230,5052,4257,2523,1448
"950","20","123","Mitchell County","Kansas",774,798,615,629,573,712,829,594,455
"951","20","125","Montgomery County","Kansas",4022,4617,3432,3739,3328,4022,4154,2800,1715
"952","20","127","Morris County","Kansas",640,629,547,656,522,766,877,593,390
"953","20","129","Morton County","Kansas",329,365,216,272,307,350,343,216,189
"954","20","131","Nemaha County","Kansas",1584,1402,1078,1152,1015,1288,1212,737,763
"955","20","133","Neosho County","Kansas",2134,2224,1782,1769,1729,2018,2077,1367,907
"956","20","135","Ness County","Kansas",303,326,257,281,250,368,445,277,243
"957","20","137","Norton County","Kansas",545,553,723,682,645,714,663,451,385
"958","20","139","Osage County","Kansas",1845,2185,1621,1735,1807,2247,2299,1381,829
"959","20","141","Osborne County","Kansas",412,376,345,378,296,474,508,338,294
"960","20","143","Ottawa County","Kansas",597,795,558,614,713,793,808,513,313
"961","20","145","Pawnee County","Kansas",546,677,742,827,837,907,926,550,402
"962","20","147","Phillips County","Kansas",624,664,515,555,511,695,783,533,354
"963","20","149","Pottawatomie County","Kansas",3875,3768,2792,3372,2771,2800,2606,1521,878
"964","20","151","Pratt County","Kansas",1219,1275,1081,1037,919,1000,1277,740,616
"965","20","153","Rawlins County","Kansas",323,263,236,266,221,311,392,308,210
"966","20","155","Reno County","Kansas",7108,8307,7537,7518,6935,7653,8171,5145,3624
"967","20","157","Republic County","Kansas",560,518,402,473,390,604,761,501,427
"968","20","159","Rice County","Kansas",1182,1363,1291,1061,952,1110,1292,753,533
"969","20","161","Riley County","Kansas",7388,10416,25696,9646,5814,5088,5375,2937,1872
"970","20","163","Rooks County","Kansas",582,593,509,558,494,641,721,477,345
"971","20","165","Rush County","Kansas",313,372,277,296,328,427,475,289,259
"972","20","167","Russell County","Kansas",840,767,666,737,693,890,1050,688,525
"973","20","169","Saline County","Kansas",6834,7123,6945,6545,6075,7119,6741,4127,2715
"974","20","171","Scott County","Kansas",645,737,556,521,515,584,600,378,287
"975","20","173","Sedgwick County","Kansas",72156,71825,73154,69778,58657,61481,58174,32410,18407
"976","20","175","Seward County","Kansas",3828,3757,3195,2785,2411,2325,1685,880,562
"977","20","177","Shawnee County","Kansas",22189,23247,21850,21971,19877,22284,23090,14018,8349
"978","20","179","Sheridan County","Kansas",327,339,248,255,250,306,368,233,195
"979","20","181","Sherman County","Kansas",818,802,665,742,600,711,771,471,337
"980","20","183","Smith County","Kansas",396,423,305,327,332,482,619,349,350
"981","20","185","Stafford County","Kansas",538,533,417,427,376,575,597,393,300
"982","20","187","Stanton County","Kansas",293,329,217,214,235,240,222,139,117
"983","20","189","Stevens County","Kansas",779,915,621,625,601,703,594,380,267
"984","20","191","Sumner County","Kansas",2900,3152,2491,2629,2526,2968,3242,1756,1172
"985","20","193","Thomas County","Kansas",1093,1084,1162,914,765,847,962,536,414
"986","20","195","Trego County","Kansas",263,278,260,303,291,383,517,291,217
"987","20","197","Wabaunsee County","Kansas",853,900,671,719,761,992,1071,616,348
"988","20","199","Wallace County","Kansas",214,196,161,154,125,188,216,141,123
"989","20","201","Washington County","Kansas",703,620,581,561,520,724,746,510,441
"990","20","203","Wichita County","Kansas",316,305,221,206,243,239,288,172,129
"991","20","205","Wilson County","Kansas",1122,1113,841,939,917,1032,1294,819,448
"992","20","207","Woodson County","Kansas",358,376,284,348,284,436,518,331,203
"993","20","209","Wyandotte County","Kansas",25748,23832,23350,23639,19530,19082,16888,8670,4690
"994","21","001","Adair County","Kentucky",2000,2603,2677,2039,2189,2705,2486,1638,865
"995","21","003","Allen County","Kentucky",2654,2718,2564,2498,2656,2969,2659,1815,782
"996","21","005","Anderson County","Kentucky",2806,3025,2611,2717,3129,3347,2655,1647,810
"997","21","007","Ballard County","Kentucky",839,994,824,837,1009,1039,1145,782,419
"998","21","009","Barren County","Kentucky",5704,5596,5322,5298,5394,5974,5469,3558,1934
"999","21","011","Bath County","Kentucky",1761,1702,1474,1332,1560,1737,1528,913,493
"1000","21","013","Bell County","Kentucky",3023,3010,3281,2917,3235,3623,3444,2369,1130
"1001","21","015","Boone County","Kentucky",18194,19449,15670,17488,18212,17916,14320,8587,3745
"1002","21","017","Bourbon County","Kentucky",2361,2506,2323,2132,2459,2771,2489,1747,1000
"1003","21","019","Boyd County","Kentucky",5356,5434,5164,5744,5858,6389,6301,4168,2304
"1004","21","021","Boyle County","Kentucky",3247,3833,4367,3404,3606,3807,3687,2537,1572
"1005","21","023","Bracken County","Kentucky",1035,1092,923,964,1020,1253,1111,606,299
"1006","21","025","Breathitt County","Kentucky",1484,1363,1508,1485,1714,1883,1761,1008,424
"1007","21","027","Breckinridge County","Kentucky",2443,2601,2234,2213,2424,2988,2882,1851,841
"1008","21","029","Bullitt County","Kentucky",8971,10368,10093,10510,11099,11965,9890,6214,2566
"1009","21","031","Butler County","Kentucky",1615,1541,1405,1618,1612,1749,1716,1088,535
"1010","21","033","Caldwell County","Kentucky",1543,1578,1447,1374,1546,1645,1707,1184,723
"1011","21","035","Calloway County","Kentucky",3836,5234,7981,4236,4019,4542,4424,3064,1665
"1012","21","037","Campbell County","Kentucky",10804,11401,13422,12874,10819,12618,11833,6311,3502
"1013","21","039","Carlisle County","Kentucky",609,591,498,524,562,625,618,442,291
"1014","21","041","Carroll County","Kentucky",1577,1404,1325,1274,1270,1425,1241,727,388
"1015","21","043","Carter County","Kentucky",3252,3373,3275,2909,3322,3626,3455,2432,1153
"1016","21","045","Casey County","Kentucky",2049,1972,1902,1791,1956,2125,2075,1551,738
"1017","21","047","Christian County","Kentucky",11997,9159,16085,8709,6225,6257,5752,3931,2346
"1018","21","049","Clark County","Kentucky",4368,4414,4449,4195,4724,5085,4493,2993,1542
"1019","21","051","Clay County","Kentucky",2322,2243,2566,2902,2735,2790,2352,1395,596
"1020","21","053","Clinton County","Kentucky",1213,1252,1175,1170,1206,1453,1350,960,439
"1021","21","055","Crittenden County","Kentucky",992,1123,945,960,1049,1234,1211,898,394
"1022","21","057","Cumberland County","Kentucky",791,715,689,680,746,957,1014,676,346
"1023","21","059","Daviess County","Kentucky",13637,13358,12888,12554,11761,13063,12212,7614,4424
"1024","21","061","Edmonson County","Kentucky",1142,1337,1463,1425,1539,1761,1693,1239,551
"1025","21","063","Elliott County","Kentucky",701,764,1014,972,1085,959,982,667,373
"1026","21","065","Estill County","Kentucky",1573,1711,1618,1563,1820,2211,1792,1318,500
"1027","21","067","Fayette County","Kentucky",37709,41048,59985,44847,39353,37319,33448,19445,9998
"1028","21","069","Fleming County","Kentucky",1906,1976,1641,1599,1836,2005,1826,1251,541
"1029","21","071","Floyd County","Kentucky",4260,4311,4068,4097,4636,4882,4984,3039,1312
"1030","21","073","Franklin County","Kentucky",5804,6252,6548,6229,6419,6909,6585,4184,2061
"1031","21","075","Fulton County","Kentucky",712,667,751,723,627,779,882,564,264
"1032","21","077","Gallatin County","Kentucky",1151,1174,1184,1026,1124,1334,1054,616,206
"1033","21","079","Garrard County","Kentucky",2106,2140,1821,2004,2206,2831,2414,1417,727
"1034","21","081","Grant County","Kentucky",3556,3621,3214,3022,3254,3353,2696,1694,659
"1035","21","083","Graves County","Kentucky",5045,4704,4322,4354,4389,4930,4725,3114,1683
"1036","21","085","Grayson County","Kentucky",3341,3374,3251,3066,3239,3544,3467,2160,985
"1037","21","087","Green County","Kentucky",1167,1294,1193,1181,1310,1645,1559,1046,546
"1038","21","089","Greenup County","Kentucky",3921,4262,3896,3834,4446,4696,4848,3372,1823
"1039","21","091","Hancock County","Kentucky",1125,1257,978,956,1122,1189,1033,742,320
"1040","21","093","Hardin County","Kentucky",14994,14837,15146,14908,13835,14501,12090,7090,3557
"1041","21","095","Harlan County","Kentucky",3399,3043,2987,3065,3088,3529,3637,2185,1077
"1042","21","097","Harrison County","Kentucky",2282,2414,2234,2071,2319,2767,2495,1494,810
"1043","21","099","Hart County","Kentucky",2607,2488,2289,2141,2211,2800,2362,1422,715
"1044","21","101","Henderson County","Kentucky",5460,5771,5348,5549,5428,6069,6043,3676,1866
"1045","21","103","Henry County","Kentucky",1998,2121,1755,1914,1944,2331,2180,1302,581
"1046","21","105","Hickman County","Kentucky",395,502,419,444,504,649,630,520,317
"1047","21","107","Hopkins County","Kentucky",5395,5645,5205,5313,5421,6024,6001,3743,1939
"1048","21","109","Jackson County","Kentucky",1690,1589,1496,1538,1809,1846,1796,1130,435
"1049","21","111","Jefferson County","Kentucky",94110,92620,106745,104984,92015,98013,93429,54344,30497
"1050","21","113","Jessamine County","Kentucky",6974,7383,7245,6595,6915,7130,6163,3689,2021
"1051","21","115","Johnson County","Kentucky",2622,2796,2442,2630,2890,3086,2929,1963,830
"1052","21","117","Kenton County","Kentucky",21887,21079,22424,23651,20238,22116,19520,10683,5400
"1053","21","119","Knott County","Kentucky",1610,1819,1883,1470,1840,2208,2126,1273,577
"1054","21","121","Knox County","Kentucky",3900,4080,4073,3664,3863,4137,3540,2668,1220
"1055","21","123","Larue County","Kentucky",1706,1862,1693,1797,1761,2032,1819,1090,638
"1056","21","125","Laurel County","Kentucky",7601,7719,7418,7657,7952,8273,7402,4645,2146
"1057","21","127","Lawrence County","Kentucky",2028,1924,1681,1727,1941,2179,2058,1248,531
"1058","21","129","Lee County","Kentucky",735,746,956,1030,971,1177,990,557,241
"1059","21","131","Leslie County","Kentucky",1163,1133,1105,1149,1246,1484,1370,813,414
"1060","21","133","Letcher County","Kentucky",2568,2498,2225,2566,2684,3065,3186,1929,832
"1061","21","135","Lewis County","Kentucky",1570,1617,1558,1457,1689,1917,1820,1112,535
"1062","21","137","Lincoln County","Kentucky",3216,3096,2840,2669,3022,3490,3090,2073,1053
"1063","21","139","Livingston County","Kentucky",1011,1017,957,894,1072,1439,1374,978,452
"1064","21","141","Logan County","Kentucky",3567,3360,3217,3206,3125,3720,3391,2394,1122
"1065","21","143","Lyon County","Kentucky",576,725,909,928,1056,1182,1373,983,478
"1066","21","145","McCracken County","Kentucky",7977,7820,7524,7859,7931,8444,8771,5760,3332
"1067","21","147","McCreary County","Kentucky",2049,2080,2211,2401,2398,2301,1896,1372,523
"1068","21","149","McLean County","Kentucky",1138,1241,943,995,1103,1288,1225,852,422
"1069","21","151","Madison County","Kentucky",10508,13497,17894,10600,11224,11024,9507,5866,2867
"1070","21","153","Magoffin County","Kentucky",1474,1501,1391,1295,1630,1783,1679,975,433
"1071","21","155","Marion County","Kentucky",2510,2532,2381,2253,2333,2717,2324,1427,796
"1072","21","157","Marshall County","Kentucky",3372,3590,3301,3457,3754,4404,4435,3126,1661
"1073","21","159","Martin County","Kentucky",1107,1280,1504,1751,1470,1457,1397,827,402
"1074","21","161","Mason County","Kentucky",2139,2183,2080,1882,2037,2391,2262,1425,671
