state,county_state,pop09,pop1049,pop59,pop69,pop79,pop89
GA,GA 13291,1912,4201,3426,4815,3964,1790
GA,GA 13293,3347,6523,3688,3391,2177,1123
GA,GA 13295,8019,16451,9375,8844,6100,3140
GA,GA 13297,11806,25364,13148,10199,7068,3084
GA,GA 13299,4848,9442,4343,4171,2737,1606
GA,GA 13301,541,1142,769,812,548,295
GA,GA 13303,2377,4831,2918,2546,1563,889
GA,GA 13305,3878,7901,3869,3351,2214,1008
GA,GA 13307,235,547,410,372,268,185
GA,GA 13309,713,1491,981,759,539,263
GA,GA 13311,3048,6921,4248,4344,3476,1579
GA,GA 13313,14013,29738,13265,10326,6776,3601
GA,GA 13315,896,1792,1081,943,710,412
GA,GA 13317,1066,2269,1345,1394,1081,620
GA,GA 13319,1035,2224,1269,1254,784,453
GA,GA 13321,2356,4894,2868,2702,1888,848
HI,HI 15001,24077,47311,25231,31714,18868,9222
HI,HI 15003,119035,226372,116280,107669,75264,51260
HI,HI 15007,8719,17030,9421,10207,6476,3410
HI,HI 15009,20098,39379,22621,22602,13942,6944
IA,IA 19001,848,1697,980,1052,612,541
IA,IA 19003,401,814,521,541,399,221
IA,IA 19005,1805,3465,1841,2072,1369,835
IA,IA 19007,1473,3046,1658,1796,1248,768
IA,IA 19009,640,1249,806,818,550,431
IA,IA 19011,3158,6478,3858,3343,2077,1351
IA,IA 19013,16211,32823,14517,15491,9186,5661
IA,IA 19015,2828,6049,3640,3777,1999,1249
IA,IA 19017,2958,6635,3009,2952,2152,1418
IA,IA 19019,2838,5964,2798,2629,1686,980
IA,IA 19021,2870,5679,2280,2362,1256,949
IA,IA 19023,1599,3496,1862,2072,1381,953
IA,IA 19025,1153,2255,1192,1442,846,745
IA,IA 19027,2676,5356,2694,2727,1562,1360
IA,IA 19029,1450,3102,1679,1842,1264,908
IA,IA 19031,2055,4477,2672,2606,1513,1078
IA,IA 19033,4804,9798,5792,6308,3799,2717
IA,IA 19035,1304,2621,1506,1710,1062,902
IA,IA 19037,1509,3064,1660,1739,1016,733
IA,IA 19039,1254,2609,1204,1231,729,495
IA,IA 19041,1983,3957,2000,2243,1340,1028
IA,IA 19043,1960,4027,2443,2854,1744,1210
IA,IA 19045,5748,11536,6470,6186,3973,2517
IA,IA 19047,2319,4708,2078,2048,1294,802
IA,IA 19049,14462,27521,10524,8083,4724,2866
IA,IA 19051,1494,2856,1054,1078,636,455
IA,IA 19053,957,2155,833,965,670,468
IA,IA 19055,2111,4370,2493,2401,1347,976
IA,IA 19057,4712,9562,5177,5274,3541,2185
IA,IA 19059,1750,3592,2230,2911,1949,1210
IA,IA 19061,12166,25119,12612,12143,7172,4979
IA,IA 19063,955,2169,1166,1400,760,585
IA,IA 19065,2211,4764,2744,2793,1720,1239
IA,IA 19067,1894,3894,2150,2089,1491,961
IA,IA 19069,1215,2560,1307,1483,897,603
IA,IA 19071,819,1652,906,1096,663,450
IA,IA 19073,1093,2219,1159,1290,804,601
IA,IA 19075,1435,3038,1628,1593,1093,776
IA,IA 19077,1203,2564,1524,1602,999,680
IA,IA 19079,1815,3675,2022,2066,1233,910
IA,IA 19081,1199,2567,1384,1617,939,717
IA,IA 19083,1712,3813,2243,2513,1494,1191
IA,IA 19085,1700,3527,2002,1927,1188,759
IA,IA 19087,2320,4859,2617,2474,1706,1030
IA,IA 19089,1187,2464,1217,1230,804,550
IA,IA 19091,1176,2414,1269,1344,819,681
IA,IA 19093,916,1833,863,952,613,457
IA,IA 19095,2045,4084,2335,2202,1211,963
IA,IA 19097,2286,4723,2878,2803,1759,1129
IA,IA 19099,4380,8991,5054,4695,3048,2072
IA,IA 19101,1541,3114,2040,3102,1843,844
IA,IA 19103,17184,37884,14946,14045,7779,4129
IA,IA 19105,2217,4751,2968,2807,1787,1250
IA,IA 19107,1279,2565,1347,1465,922,654
IA,IA 19109,1721,3544,1965,2183,1414,1212
IA,IA 19111,3985,7790,4665,4822,3106,1682
IA,IA 19113,28399,57949,29025,25762,15634,9281
IA,IA 19115,1299,2658,1592,1479,870,565
IA,IA 19117,1076,2151,1194,1263,785,538
IA,IA 19119,1786,3575,1341,1408,824,683
IA,IA 19121,2018,4371,2307,2024,1217,709
IA,IA 19123,2934,5932,2714,2827,1653,1146
IA,IA 19125,4004,8891,4337,4075,2588,1622
IA,IA 19127,5286,10928,4908,4901,2988,2022
IA,IA 19129,1795,3833,2195,2126,1224,625
IA,IA 19131,1320,2748,1473,1402,868,766
IA,IA 19133,1010,2054,1115,1275,839,704
IA,IA 19135,885,1935,1051,1048,694,399
IA,IA 19137,1190,2447,1350,1484,865,609
IA,IA 19139,5657,11570,5483,5187,3222,1745
IA,IA 19141,1760,3604,1752,1843,1045,970
IA,IA 19143,700,1495,798,871,537,445
IA,IA 19145,1462,3081,1898,2211,1415,1016
IA,IA 19147,1088,2278,1082,1229,738,666
IA,IA 19149,3318,6878,3312,3223,1940,1268
IA,IA 19151,780,1624,929,1039,625,465
IA,IA 19153,67890,132625,60198,49959,27940,15372
IA,IA 19155,11869,24266,12432,12073,7022,4122
IA,IA 19157,1884,4515,2292,2491,1622,1152
IA,IA 19159,564,1236,634,696,492,401
IA,IA 19161,1181,2387,1317,1486,842,778
IA,IA 19163,22131,44903,22254,20684,12352,7066
IA,IA 19165,1305,2823,1718,1605,1057,863
IA,IA 19167,5060,10887,3760,3791,2177,1754
IA,IA 19169,8821,24362,8474,8826,4933,3188
IA,IA 19171,2185,4453,2297,2315,1344,973
IA,IA 19173,814,1571,803,834,576,398
IA,IA 19175,1365,3120,1537,1585,1110,715
IA,IA 19177,880,1752,980,1053,648,412
IA,IA 19179,4383,8838,4479,4529,2679,1658
IA,IA 19181,6634,14212,6748,5799,3592,1916
IA,IA 19183,2963,5870,2856,2849,1793,1212
IA,IA 19185,859,1745,787,902,617,434
IA,IA 19187,4219,9075,4517,4743,2760,1849
IA,IA 19189,1189,2603,1257,1477,874,710
IA,IA 19191,1839,4780,2627,2858,1716,1227
IA,IA 19193,14566,29774,12242,11355,6736,3791
IA,IA 19195,825,1674,1047,1066,622,415
IA,IA 19197,1615,3324,1533,1806,1115,924
ID,ID 16001,57512,124138,59085,53166,32332,14859
ID,ID 16003,384,798,610,999,565,241
ID,ID 16005,12412,25451,9154,9574,5668,2727
ID,ID 16007,893,1785,683,840,567,304
ID,ID 16009,1096,2241,1300,1569,989,403
ID,ID 16011,7374,15513,5019,5097,2937,1504
ID,ID 16013,2343,5385,3318,3368,2209,836
ID,ID 16015,593,1412,1345,1687,955,289
ID,ID 16017,4721,9814,6261,8360,5276,2148
ID,ID 16019,19924,39024,12333,11532,7018,3616
ID,ID 16021,1551,3107,1574,1985,1249,562
ID,ID 16023,310,680,312,413,278,141
ID,ID 16025,116,263,149,181,128,51
ID,ID 16027,34607,70632,25466,22651,15033,6440
ID,ID 16029,1113,2251,775,869,550,284
ID,ID 16031,4015,8300,2412,2387,1541,860
ID,ID 16033,88,217,106,109,67,44
ID,ID 16035,651,1514,1367,1471,1091,603
ID,ID 16037,391,814,580,898,588,239
ID,ID 16039,4165,7588,3010,2831,1695,845
ID,ID 16041,2170,4786,1491,1410,889,485
ID,ID 16043,1617,3587,1576,1641,1053,492
ID,ID 16045,2193,4494,2436,2708,1845,856
ID,ID 16047,2201,4471,1794,1810,1222,665
ID,ID 16049,1705,3544,2127,3017,2190,1064
ID,ID 16051,5299,10878,3014,2787,1519,725
ID,ID 16053,4056,8056,2751,2442,1433,663
ID,ID 16055,20225,40982,21161,22118,14754,6693
ID,ID 16057,4187,9826,3819,4086,2472,1201
ID,ID 16059,799,1641,1028,1468,1168,552
ID,ID 16061,407,906,502,653,480,249
ID,ID 16063,721,1621,643,577,334,171
ID,ID 16065,6345,13688,2279,2142,1208,673
ID,ID 16067,3385,6535,2412,2293,1490,874
ID,ID 16069,4812,9577,5119,5306,3515,2180
ID,ID 16071,652,1398,507,600,402,257
ID,ID 16073,1525,3313,1499,1518,964,471
ID,ID 16075,3317,6762,2994,2811,2104,1029
ID,ID 16077,1301,2557,881,886,524,267
ID,ID 16079,1514,2875,1824,2062,1333,674
ID,ID 16081,1568,3118,1559,1440,680,233
ID,ID 16083,12985,25879,9492,9106,6084,3301
ID,ID 16085,1105,2236,1492,2257,1305,460
ID,ID 16087,1169,2516,1256,1578,1219,632
IL,IL 17001,8168,16190,8659,8406,5515,4102
IL,IL 17003,703,1383,856,928,547,327
IL,IL 17005,1604,3470,2269,2219,1331,813
IL,IL 17007,6391,14645,7538,5942,4036,1953
IL,IL 17009,583,1191,799,646,387,254
IL,IL 17011,3512,7573,4508,4617,3046,2128
IL,IL 17013,502,1040,722,696,509,325
IL,IL 17015,1497,3053,1935,2246,1627,937
IL,IL 17017,1603,3222,1599,1486,913,618
IL,IL 17019,22189,53557,20465,20607,11272,6978
IL,IL 17021,3366,7133,4562,4327,2755,1828
IL,IL 17023,1861,3773,2180,2062,1349,801
IL,IL 17025,1637,3238,1786,1798,1171,714
IL,IL 17027,4338,8666,5430,4778,2795,1811
IL,IL 17029,4900,11433,5919,6222,3609,2403
IL,IL 17031,616996,1234271,639728,560416,328117,196819
IL,IL 17033,2038,4063,2531,2438,1540,964
IL,IL 17035,1290,2599,1491,1543,905,578
IL,IL 17037,12338,27800,11677,10133,5791,3241
IL,IL 17039,1740,3630,2291,2189,1387,743
IL,IL 17041,2564,5262,2385,2423,1494,1007
IL,IL 17043,110442,230146,129170,112129,63917,35209
IL,IL 17045,1806,3804,2317,2544,1681,1014
IL,IL 17047,771,1564,855,908,597,370
IL,IL 17049,4568,8790,4637,4284,2616,1576
IL,IL 17051,2378,4898,2816,2671,1777,1142
IL,IL 17053,1550,3243,1735,1747,976,806
IL,IL 17055,4557,9247,5277,5053,3638,1992
IL,IL 17057,3495,7392,4647,4603,3098,1951
IL,IL 17059,503,1057,682,649,584,261
IL,IL 17061,1476,3018,1877,1773,1129,670
IL,IL 17063,6597,13981,6817,5567,3308,1649
IL,IL 17065,896,1933,1066,1140,823,485
IL,IL 17067,1932,4044,2473,2638,1825,1131
IL,IL 17069,327,742,587,617,466,232
IL,IL 17071,659,1341,1006,1101,740,456
IL,IL 17073,5623,11861,6623,6732,4448,2605
IL,IL 17075,3045,6433,3705,3878,2581,1656
IL,IL 17077,5898,13278,5884,6267,3870,2363
IL,IL 17079,1217,2439,1413,1305,776,512
IL,IL 17081,4724,9154,4889,4873,3207,1791
IL,IL 17083,2319,5003,3245,3001,1843,1126
IL,IL 17085,1994,4372,2899,3674,2829,1424
IL,IL 17087,1199,2572,1695,1673,1288,637
IL,IL 17089,68503,147225,72591,57394,33485,16657
IL,IL 17091,12918,28448,14250,13021,8031,4924
IL,IL 17093,18551,39625,15563,10762,6201,2718
IL,IL 17095,5477,11323,6322,6846,4652,2889
IL,IL 17097,84316,187898,99047,80234,44040,24084
IL,IL 17099,12108,25523,15413,14782,8655,5607
IL,IL 17101,1612,3267,1978,1851,1178,770
IL,IL 17103,3586,7364,4854,4683,2926,1836
IL,IL 17105,4151,8472,4782,4753,2818,1961
IL,IL 17107,2967,6361,3586,3469,2178,1530
IL,IL 17109,2755,7066,3134,3471,2220,1473
IL,IL 17111,35937,78717,47732,37248,20890,9729
IL,IL 17113,19930,44890,19851,17412,9938,5723
IL,IL 17115,12826,25757,12959,14019,9016,5642
IL,IL 17117,4837,10461,6430,6386,3857,2365
IL,IL 17119,30895,63157,35918,33670,19743,11657
IL,IL 17121,4771,9351,4926,4939,3124,1998
IL,IL 17123,1247,2526,1625,1678,1173,729
IL,IL 17125,1450,3035,1884,1856,1333,784
IL,IL 17127,1538,3250,1975,1853,1258,881
IL,IL 17129,1338,2880,1781,1687,1064,629
IL,IL 17131,1647,3583,2246,2118,1497,869
IL,IL 17133,4024,8332,5142,4828,2534,1740
IL,IL 17135,3039,6261,3961,3815,2388,1713
IL,IL 17137,3386,7422,4535,4358,2952,1831
IL,IL 17139,1925,3981,1846,1798,1118,814
IL,IL 17141,5834,12438,7335,6546,4313,2422
IL,IL 17143,24088,47147,21734,21348,13519,7950
IL,IL 17145,2109,4541,2685,2566,1778,1018
IL,IL 17147,1928,3959,2274,2255,1419,823
IL,IL 17149,1917,3830,2063,2119,1384,921
IL,IL 17151,225,630,683,796,496,301
IL,IL 17153,589,1254,718,844,513,310
IL,IL 17155,597,1274,837,927,597,293
IL,IL 17157,3319,6663,4364,4081,2565,1701
IL,IL 17159,1936,3791,2088,2049,1307,1044
IL,IL 17161,17502,35140,17589,18605,12143,7162
IL,IL 17163,32909,66379,34939,31963,17828,10504
IL,IL 17165,2762,5508,3267,3157,2105,1232
IL,IL 17167,22913,47425,26477,25417,15266,8658
IL,IL 17169,609,1355,1018,995,671,397
IL,IL 17171,527,1154,742,684,393,281
IL,IL 17173,2424,4985,2962,3108,2223,1310
IL,IL 17175,617,1268,722,792,544,309
IL,IL 17177,5030,10356,6216,6470,4310,3025
IL,IL 17179,15635,32353,17213,16846,10799,6810
IL,IL 17181,1803,3844,2292,2332,1590,946
IL,IL 17183,9670,19393,9765,9870,6608,3817
IL,IL 17185,1397,2784,1463,1674,1006,688
IL,IL 17187,2011,4366,2059,2211,1440,894
IL,IL 17189,1545,3209,1963,1948,1191,815
IL,IL 17191,1988,3961,2136,2222,1560,990
IL,IL 17193,1638,3254,1885,1844,1237,850
IL,IL 17195,6450,13287,7481,7756,4940,3131
IL,IL 17197,84622,187726,98129,72370,41765,20161
IL,IL 17199,7948,15674,8652,8349,5989,3078
IL,IL 17201,35799,72454,37578,34862,22141,12382
IL,IL 17203,4790,10228,5157,4975,2860,1993
IN,IN 18001,6511,12098,3982,3753,2344,1645
IN,IN 18003,53556,106489,45638,41670,24306,13163
IN,IN 18005,11048,21568,10266,9372,6134,3309
IN,IN 18007,1109,2389,1180,1090,721,379
IN,IN 18009,1334,2767,1600,1643,1143,633
IN,IN 18011,9395,19125,9144,7217,4160,2102
IN,IN 18013,1307,2880,2371,2714,1796,731
IN,IN 18015,2328,4887,2780,2785,1862,921
IN,IN 18017,4604,9500,5113,4840,2912,1780
IN,IN 18019,14638,28809,15826,14133,8583,4014
IN,IN 18021,3216,6529,3532,3476,2007,1164
IN,IN 18023,4509,9257,4080,3746,2170,1550
IN,IN 18025,1187,2500,1600,1571,968,416
IN,IN 18027,5474,10651,3845,3637,2218,1277
IN,IN 18029,5396,11976,7469,6602,4015,1965
IN,IN 18031,3416,6926,3575,3317,1971,1163
IN,IN 18033,5599,11396,5958,5281,3145,1643
IN,IN 18035,11323,27008,13460,12759,8840,5181
IN,IN 18037,5631,11384,6090,5458,3182,2018
IN,IN 18039,30706,61810,24842,21696,13303,7833
IN,IN 18041,2593,5527,3140,3164,2054,1136
IN,IN 18043,9573,19497,10821,9839,5630,2813
IN,IN 18045,1907,3898,2337,2140,1460,884
IN,IN 18047,2741,5745,3267,3174,1827,991
IN,IN 18049,2490,5120,2581,2661,1731,984
IN,IN 18051,4294,8721,4544,4294,2510,1551
IN,IN 18053,7377,16282,8486,8496,5607,3283
IN,IN 18055,3534,7588,4697,4363,2796,1509
IN,IN 18057,46897,97843,44999,33094,18960,9341
IN,IN 18059,9589,19950,11061,9170,5909,2816
IN,IN 18061,4807,9825,5939,5442,3261,1575
IN,IN 18063,21479,46030,22153,18243,10691,5240
IN,IN 18065,4962,10781,6847,6091,4225,2208
IN,IN 18067,10227,20444,10995,10568,7371,4055
IN,IN 18069,4253,8903,5050,4805,2688,1620
IN,IN 18071,5896,11795,5813,5164,3248,1794
IN,IN 18073,3984,8701,4448,4196,2765,1371
IN,IN 18075,2842,5621,2759,2568,1650,909
IN,IN 18077,3613,7550,4486,4290,2701,1262
IN,IN 18079,3495,7009,4081,3302,2279,930
IN,IN 18081,20873,42519,20078,16934,10511,5326
IN,IN 18083,4319,9310,4717,4563,2918,1716
IN,IN 18085,10348,20836,10284,9833,6065,3172
IN,IN 18087,7002,13927,4272,3937,2478,1191
IN,IN 18089,59450,124744,63482,60246,35035,20108
IN,IN 18091,12998,25609,14831,14361,9042,4452
IN,IN 18093,5003,10618,6442,6089,4198,2241
IN,IN 18095,14768,30860,17356,16075,10889,5771
IN,IN 18097,135972,260603,113577,98996,51481,29073
IN,IN 18099,5992,12694,6086,5808,3557,2205
IN,IN 18101,1234,2472,1434,1466,935,489
IN,IN 18103,3874,8316,4769,4323,2883,1452
IN,IN 18105,12802,34560,14475,14351,8696,4738
IN,IN 18107,4682,9767,5326,4735,3078,1826
IN,IN 18109,8081,17400,10685,9287,5560,2494
IN,IN 18111,1532,3213,2048,1993,1226,661
IN,IN 18113,6298,12726,6409,6011,3449,1684
IN,IN 18115,630,1259,947,911,588,291
IN,IN 18117,2397,4937,2672,2714,1791,888
IN,IN 18119,2237,4753,3278,3099,1884,834
IN,IN 18121,1991,3968,2308,2290,1532,750
IN,IN 18123,2172,4416,2546,2568,1546,893
IN,IN 18125,1445,2950,1753,1727,1150,605
IN,IN 18127,19157,41698,22494,22084,12421,6336
IN,IN 18129,2932,6024,3574,3783,2110,1161
IN,IN 18131,1359,2995,1752,1708,1074,607
IN,IN 18133,3834,8803,5047,4464,2786,1586
IN,IN 18135,2950,6129,3305,3214,2244,1396
IN,IN 18137,3427,7275,3937,3548,2271,1270
IN,IN 18139,1947,4107,2401,2189,1357,782
IN,IN 18141,34890,72985,32606,31776,18056,11079
IN,IN 18143,2835,5850,3448,2930,1908,824
IN,IN 18145,5359,11070,6492,5838,3396,1850
IN,IN 18147,2264,4833,3045,2787,1839,928
IN,IN 18149,2746,5672,3136,3317,1944,916
IN,IN 18151,3703,8112,4900,5136,3245,1546
IN,IN 18153,2147,4390,2759,2519,1738,901
IN,IN 18155,1401,2872,1562,1364,838,441
IN,IN 18157,22553,52944,18574,16731,9752,5739
IN,IN 18159,1594,3413,2213,2115,1448,817
IN,IN 18161,766,1617,1089,927,646,315
IN,IN 18163,21814,44254,22948,22964,12834,8223
IN,IN 18165,1806,3779,2071,2101,1366,745
IN,IN 18167,12117,25981,12593,12135,7738,4460
IN,IN 18169,3269,7419,4117,4088,2747,1978
IN,IN 18171,979,2007,1213,1113,750,424
IN,IN 18173,7431,16195,8501,7897,5106,2536
IN,IN 18175,3414,7044,4061,3641,2213,1014
IN,IN 18177,7768,16167,8829,8516,5482,3384
IN,IN 18179,3718,7561,3673,3690,2226,1379
IN,IN 18181,3054,6164,3190,3398,2150,1173
IN,IN 18183,4108,8474,4646,4712,2689,1495
KS,KS 20001,1418,3167,1521,1683,1085,705
KS,KS 20003,1071,2176,1027,1010,748,485
KS,KS 20005,1897,4491,1972,1912,1208,788
KS,KS 20007,558,1106,581,712,480,225
KS,KS 20009,3256,6765,3322,3565,2019,1503
KS,KS 20011,1979,4154,1645,1913,1216,773
KS,KS 20013,1344,2625,1217,1360,874,487
KS,KS 20015,8719,18855,8612,7973,4377,2667
KS,KS 20017,274,575,340,381,310,180
KS,KS 20019,342,703,419,506,412,258
KS,KS 20021,2332,4978,2850,2606,1772,962
KS,KS 20023,330,614,285,419,299,246
KS,KS 20025,250,534,241,227,174,152
KS,KS 20027,1008,2017,964,1105,785,548
KS,KS 20029,1159,2361,1109,1122,755,604
KS,KS 20031,967,1954,1124,1201,792,427
KS,KS 20033,224,448,200,251,194,112
KS,KS 20035,4422,9372,4322,4174,2832,1778
KS,KS 20037,4699,10187,4255,4122,2586,1638
KS,KS 20039,328,610,360,498,288,286
KS,KS 20041,2202,4684,2475,2496,1488,1152
KS,KS 20043,842,1957,960,1041,637,398
KS,KS 20045,12061,29138,11850,11627,6554,3627
KS,KS 20047,346,721,384,436,242,176
KS,KS 20049,311,618,321,414,316,219
KS,KS 20051,3368,7217,3006,3205,1843,1239
KS,KS 20053,592,1219,770,878,519,360
KS,KS 20055,6178,12232,4190,3220,1697,988
KS,KS 20057,5705,11107,3826,2977,1463,1104
KS,KS 20059,3224,6761,3630,3214,1940,988
KS,KS 20061,6678,10397,1898,1729,1273,719
KS,KS 20063,346,689,313,372,249,232
KS,KS 20065,260,544,339,395,278,239
KS,KS 20067,1108,2361,816,767,434,255
KS,KS 20069,919,1877,748,653,347,269
KS,KS 20071,197,356,146,158,97,92
KS,KS 20073,665,1421,851,947,682,372
KS,KS 20075,405,797,314,268,161,78
KS,KS 20077,740,1453,641,782,495,393
KS,KS 20079,4304,9336,4031,4277,2680,2191
KS,KS 20081,575,1220,467,490,258,132
KS,KS 20083,220,452,241,275,157,159
KS,KS 20085,1770,3617,1799,1716,1183,572
KS,KS 20087,2178,4722,2948,2639,1567,852
KS,KS 20089,329,627,351,516,358,257
KS,KS 20091,77676,158201,76449,66518,38513,21344
KS,KS 20093,630,1185,451,402,252,187
KS,KS 20095,826,1741,1010,1049,626,468
KS,KS 20097,319,670,286,361,204,171
KS,KS 20099,2543,5115,2727,2524,1679,1017
KS,KS 20101,195,367,224,230,151,109
KS,KS 20103,10697,20834,10455,9176,5442,2710
KS,KS 20105,319,710,386,490,292,242
KS,KS 20107,1035,2331,1423,1366,1033,522
KS,KS 20109,395,724,332,412,218,192
KS,KS 20111,3971,8791,3607,3698,2116,1415
KS,KS 20113,3360,7250,3560,3773,2261,1779
KS,KS 20115,1303,2883,1571,1699,1144,912
KS,KS 20117,1293,2547,1222,1428,858,677
KS,KS 20119,548,1117,514,502,292,260
KS,KS 20121,4366,9153,5052,4257,2523,1448
KS,KS 20123,774,1572,712,829,594,455
KS,KS 20125,4022,8639,4022,4154,2800,1715
KS,KS 20127,640,1269,766,877,593,390
KS,KS 20129,329,694,350,343,216,189
KS,KS 20131,1584,2986,1288,1212,737,763
KS,KS 20133,2134,4358,2018,2077,1367,907
KS,KS 20135,303,629,368,445,277,243
KS,KS 20137,545,1098,714,663,451,385
KS,KS 20139,1845,4030,2247,2299,1381,829
KS,KS 20141,412,788,474,508,338,294
KS,KS 20143,597,1392,793,808,513,313
KS,KS 20145,546,1223,907,926,550,402
KS,KS 20147,624,1288,695,783,533,354
KS,KS 20149,3875,7643,2800,2606,1521,878
KS,KS 20151,1219,2494,1000,1277,740,616
KS,KS 20153,323,586,311,392,308,210
KS,KS 20155,7108,15415,7653,8171,5145,3624
KS,KS 20157,560,1078,604,761,501,427
KS,KS 20159,1182,2545,1110,1292,753,533
KS,KS 20161,7388,17804,5088,5375,2937,1872
KS,KS 20163,582,1175,641,721,477,345
KS,KS 20165,313,685,427,475,289,259
KS,KS 20167,840,1607,890,1050,688,525
KS,KS 20169,6834,13957,7119,6741,4127,2715
KS,KS 20171,645,1382,584,600,378,287
KS,KS 20173,72156,143981,61481,58174,32410,18407
KS,KS 20175,3828,7585,2325,1685,880,562
KS,KS 20177,22189,45436,22284,23090,14018,8349
KS,KS 20179,327,666,306,368,233,195
KS,KS 20181,818,1620,711,771,471,337
KS,KS 20183,396,819,482,619,349,350
KS,KS 20185,538,1071,575,597,393,300
KS,KS 20187,293,622,240,222,139,117
KS,KS 20189,779,1694,703,594,380,267
KS,KS 20191,2900,6052,2968,3242,1756,1172
KS,KS 20193,1093,2177,847,962,536,414
KS,KS 20195,263,541,383,517,291,217
KS,KS 20197,853,1753,992,1071,616,348
KS,KS 20199,214,410,188,216,141,123
KS,KS 20201,703,1323,724,746,510,441
KS,KS 20203,316,621,239,288,172,129
KS,KS 20205,1122,2235,1032,1294,819,448
KS,KS 20207,358,734,436,518,331,203
KS,KS 20209,25748,49580,19082,16888,8670,4690
KY,KY 21001,2000,4603,2705,2486,1638,865
KY,KY 21003,2654,5372,2969,2659,1815,782
KY,KY 21005,2806,5831,3347,2655,1647,810
KY,KY 21007,839,1833,1039,1145,782,419
KY,KY 21009,5704,11300,5974,5469,3558,1934
KY,KY 21011,1761,3463,1737,1528,913,493
KY,KY 21013,3023,6033,3623,3444,2369,1130
KY,KY 21015,18194,37643,17916,14320,8587,3745
KY,KY 21017,2361,4867,2771,2489,1747,1000
KY,KY 21019,5356,10790,6389,6301,4168,2304
KY,KY 21021,3247,7080,3807,3687,2537,1572
KY,KY 21023,1035,2127,1253,1111,606,299
KY,KY 21025,1484,2847,1883,1761,1008,424
KY,KY 21027,2443,5044,2988,2882,1851,841
KY,KY 21029,8971,19339,11965,9890,6214,2566
KY,KY 21031,1615,3156,1749,1716,1088,535
KY,KY 21033,1543,3121,1645,1707,1184,723
KY,KY 21035,3836,9070,4542,4424,3064,1665
KY,KY 21037,10804,22205,12618,11833,6311,3502
KY,KY 21039,609,1200,625,618,442,291
KY,KY 21041,1577,2981,1425,1241,727,388
KY,KY 21043,3252,6625,3626,3455,2432,1153
KY,KY 21045,2049,4021,2125,2075,1551,738
KY,KY 21047,11997,21156,6257,5752,3931,2346
KY,KY 21049,4368,8782,5085,4493,2993,1542
KY,KY 21051,2322,4565,2790,2352,1395,596
KY,KY 21053,1213,2465,1453,1350,960,439
KY,KY 21055,992,2115,1234,1211,898,394
KY,KY 21057,791,1506,957,1014,676,346
KY,KY 21059,13637,26995,13063,12212,7614,4424
KY,KY 21061,1142,2479,1761,1693,1239,551
KY,KY 21063,701,1465,959,982,667,373
KY,KY 21065,1573,3284,2211,1792,1318,500
KY,KY 21067,37709,78757,37319,33448,19445,9998
KY,KY 21069,1906,3882,2005,1826,1251,541
KY,KY 21071,4260,8571,4882,4984,3039,1312
KY,KY 21073,5804,12056,6909,6585,4184,2061
KY,KY 21075,712,1379,779,882,564,264
KY,KY 21077,1151,2325,1334,1054,616,206
KY,KY 21079,2106,4246,2831,2414,1417,727
KY,KY 21081,3556,7177,3353,2696,1694,659
KY,KY 21083,5045,9749,4930,4725,3114,1683
KY,KY 21085,3341,6715,3544,3467,2160,985
KY,KY 21087,1167,2461,1645,1559,1046,546
KY,KY 21089,3921,8183,4696,4848,3372,1823
KY,KY 21091,1125,2382,1189,1033,742,320
KY,KY 21093,14994,29831,14501,12090,7090,3557
KY,KY 21095,3399,6442,3529,3637,2185,1077
KY,KY 21097,2282,4696,2767,2495,1494,810
KY,KY 21099,2607,5095,2800,2362,1422,715
KY,KY 21101,5460,11231,6069,6043,3676,1866
KY,KY 21103,1998,4119,2331,2180,1302,581
KY,KY 21105,395,897,649,630,520,317
KY,KY 21107,5395,11040,6024,6001,3743,1939
KY,KY 21109,1690,3279,1846,1796,1130,435
KY,KY 21111,94110,186730,98013,93429,54344,30497
KY,KY 21113,6974,14357,7130,6163,3689,2021
KY,KY 21115,2622,5418,3086,2929,1963,830
KY,KY 21117,21887,42966,22116,19520,10683,5400
KY,KY 21119,1610,3429,2208,2126,1273,577
KY,KY 21121,3900,7980,4137,3540,2668,1220
KY,KY 21123,1706,3568,2032,1819,1090,638
KY,KY 21125,7601,15320,8273,7402,4645,2146
KY,KY 21127,2028,3952,2179,2058,1248,531
KY,KY 21129,735,1481,1177,990,557,241
KY,KY 21131,1163,2296,1484,1370,813,414
KY,KY 21133,2568,5066,3065,3186,1929,832
KY,KY 21135,1570,3187,1917,1820,1112,535
KY,KY 21137,3216,6312,3490,3090,2073,1053
KY,KY 21139,1011,2028,1439,1374,978,452
KY,KY 21141,3567,6927,3720,3391,2394,1122
KY,KY 21143,576,1301,1182,1373,983,478
KY,KY 21145,7977,15797,8444,8771,5760,3332
KY,KY 21147,2049,4129,2301,1896,1372,523
KY,KY 21149,1138,2379,1288,1225,852,422
KY,KY 21151,10508,24005,11024,9507,5866,2867
KY,KY 21153,1474,2975,1783,1679,975,433
KY,KY 21155,2510,5042,2717,2324,1427,796
KY,KY 21157,3372,6962,4404,4435,3126,1661
KY,KY 21159,1107,2387,1457,1397,827,402
KY,KY 21161,2139,4322,2391,2262,1425,671
KY,KY 21163,3283,6959,4094,3342,1903,828
KY,KY 21165,620,1359,1006,974,614,292
KY,KY 21167,2624,5286,3301,2951,1880,959
KY,KY 21169,1304,2535,1445,1320,851,496
