state,county_state,pop09,pop1049,pop59,pop69,pop79,pop89
KY,KY 21171,1355,2640,1546,1390,956,451
KY,KY 21173,3571,7157,3811,3262,2102,972
KY,KY 21175,1241,2594,1772,1799,971,508
KY,KY 21177,3379,7050,4142,3875,2767,1410
KY,KY 21179,5926,11791,6494,5837,3324,1467
KY,KY 21181,949,1911,1076,876,575,261
KY,KY 21183,3014,6347,3109,2983,1955,999
KY,KY 21185,8119,18691,9579,6978,4318,1654
KY,KY 21187,1183,2614,1549,1564,954,381
KY,KY 21189,567,1082,634,609,380,200
KY,KY 21191,1763,3637,2264,1939,1095,501
KY,KY 21193,3342,6410,3654,3488,1948,913
KY,KY 21195,6364,13285,8209,8210,5036,2383
KY,KY 21197,1652,3203,1627,1552,925,369
KY,KY 21199,7702,15750,9095,8476,5720,2672
KY,KY 21201,222,471,333,287,209,126
KY,KY 21203,1815,3891,2566,2214,1477,649
KY,KY 21205,2679,6576,2715,2427,1608,828
KY,KY 21207,2264,4408,2542,2502,1586,867
KY,KY 21209,7662,15799,7290,5731,3155,1287
KY,KY 21211,6017,12164,6971,5804,3595,1490
KY,KY 21213,2405,4847,2560,2225,1431,677
KY,KY 21215,2246,4779,3133,2487,1241,495
KY,KY 21217,3288,6778,3268,3111,2101,1190
KY,KY 21219,1767,3555,1621,1392,926,453
KY,KY 21221,1611,3410,2168,2181,1600,731
KY,KY 21223,958,2011,1314,1064,731,306
KY,KY 21225,1387,3363,1786,1941,1062,518
KY,KY 21227,16933,36842,14726,12710,7809,3872
KY,KY 21229,1529,3046,1769,1543,920,584
KY,KY 21231,2270,4526,2854,2885,2036,1009
KY,KY 21233,1669,3253,1761,1728,981,544
KY,KY 21235,5302,10420,4469,4077,2626,1295
KY,KY 21237,892,1772,1032,984,663,287
KY,KY 21239,3113,6530,3812,3793,2326,1066
LA,LA 22001,8653,17402,8135,7220,4183,2363
LA,LA 22003,3172,6239,3219,2681,1713,958
LA,LA 22005,18208,36626,16320,12561,7060,2903
LA,LA 22007,2438,5085,3165,2957,1816,925
LA,LA 22009,5265,10317,5147,4772,2945,1761
LA,LA 22011,5240,10210,4564,4333,2635,1300
LA,LA 22013,1579,3205,1876,1718,1259,771
LA,LA 22015,17400,34315,14669,13304,8188,4596
LA,LA 22017,31648,62109,29341,29989,18264,10356
LA,LA 22019,28524,55579,24756,23198,13330,7091
LA,LA 22021,1234,2499,1279,1218,819,405
LA,LA 22023,808,1692,1064,902,545,275
LA,LA 22025,1051,2202,1201,1277,737,387
LA,LA 22027,1550,3036,2095,2025,1328,810
LA,LA 22029,2499,5006,2270,2489,1456,827
LA,LA 22031,3468,7148,3594,3454,2282,1139
LA,LA 22033,56565,114786,49749,48015,28037,14094
LA,LA 22035,923,1786,820,762,471,249
LA,LA 22037,1842,3832,2926,2714,1595,718
LA,LA 22039,4611,9154,4329,3676,2373,1205
LA,LA 22041,2811,5514,2494,2472,1557,985
LA,LA 22043,2549,5133,2750,2385,1664,721
LA,LA 22045,9887,19513,9363,8462,4746,2486
LA,LA 22047,3658,7396,4511,3888,2323,1222
LA,LA 22049,1788,3700,2102,1918,1447,846
LA,LA 22051,54243,103652,57418,54824,33529,17760
LA,LA 22053,4315,8705,4071,3636,2306,1341
LA,LA 22055,32566,63708,29767,26928,14216,7455
LA,LA 22057,12366,24915,13638,11191,6915,3781
LA,LA 22059,1815,3721,1788,1758,1128,605
LA,LA 22061,5231,12633,4373,4264,2812,1700
LA,LA 22063,19313,39066,17695,14476,8882,3455
LA,LA 22065,1489,2836,1289,1222,697,368
LA,LA 22067,3364,6570,3134,3401,2011,1162
LA,LA 22069,4852,10751,4166,4149,2961,1549
LA,LA 22071,43650,86753,48476,48237,25500,13057
LA,LA 22073,20880,41970,18493,17109,10148,5541
LA,LA 22075,3182,6494,3145,2440,1408,738
LA,LA 22077,2560,5144,3065,3138,2093,1087
LA,LA 22079,17428,35116,16627,15035,9616,5197
LA,LA 22081,1082,2148,1180,1106,773,388
LA,LA 22083,2569,5128,2522,2609,1635,820
LA,LA 22085,2920,6036,3180,3184,2324,1149
LA,LA 22087,6964,13437,5853,5027,2374,1178
LA,LA 22089,6765,14101,7694,6359,3149,1563
LA,LA 22091,1124,2295,1377,1367,891,516
LA,LA 22093,2641,5296,3021,2716,1610,873
LA,LA 22095,5525,11515,6033,5090,2825,1216
LA,LA 22097,12070,23726,10518,9811,5952,3175
LA,LA 22099,6972,13944,7276,6479,3746,1790
LA,LA 22101,6667,12868,6914,6174,3731,2055
LA,LA 22103,31934,67472,35606,33436,20851,9340
LA,LA 22105,18828,36912,16266,15421,9039,3979
LA,LA 22107,533,1075,588,733,489,245
LA,LA 22109,15250,30225,14815,12344,7351,3594
LA,LA 22111,2528,5236,2991,3187,2117,1114
LA,LA 22113,7996,16351,7889,7101,3928,2395
LA,LA 22115,7245,12933,4540,4056,2810,1313
LA,LA 22117,5964,12047,5763,6049,3867,1918
LA,LA 22119,4718,9441,5105,4926,3430,1999
LA,LA 22121,3621,6900,3491,3093,1563,880
LA,LA 22123,1211,2689,1413,1320,990,519
LA,LA 22125,1385,2816,2417,1755,1113,489
LA,LA 22127,1549,3156,1861,1706,1199,650
MA,MA 25001,16098,35537,31550,39672,30680,16225
MA,MA 25003,10640,24232,18638,19443,13062,7651
MA,MA 25005,61467,130480,83001,68891,42147,24807
MA,MA 25007,1667,3346,2589,2861,2064,807
MA,MA 25009,89736,187612,114497,98867,58977,34969
MA,MA 25011,6253,13188,10236,11902,7085,3320
MA,MA 25013,52626,113445,62821,56987,34438,20484
MA,MA 25015,11598,36195,19942,20284,12437,6607
MA,MA 25017,171857,361903,218948,179083,106944,65479
MA,MA 25019,1383,2566,1623,1325,697,405
MA,MA 25021,77142,164602,102081,84434,50882,33173
MA,MA 25023,57111,123248,79654,68713,43653,22052
MA,MA 25025,76656,164393,87718,72616,41514,25310
MA,MA 25027,91578,197484,122240,100879,57000,32735
MD,MD 24001,6605,14821,9102,8683,6489,3910
MD,MD 24003,72017,142214,80870,64021,39510,19329
MD,MD 24005,98125,201482,110291,101549,60462,39152
MD,MD 24009,10797,23442,15110,10987,6531,3113
MD,MD 24011,4236,8576,4807,4121,2561,1240
MD,MD 24013,19079,40530,27293,20768,13074,6852
MD,MD 24015,12063,25382,15833,13097,7509,3392
MD,MD 24017,20347,42859,25457,16928,9425,4458
MD,MD 24019,3599,7303,4506,4699,3197,1682
MD,MD 24021,31968,66646,37949,28684,16851,8939
MD,MD 24023,2780,5882,4320,4414,3087,1578
MD,MD 24025,29749,62387,37936,31088,19245,9335
MD,MD 24027,41086,86367,46200,34900,21225,9871
MD,MD 24029,1598,3842,2645,3010,2466,1363
MD,MD 24031,132016,265334,144268,119402,71278,43845
MD,MD 24033,115639,227624,126593,100253,55638,25725
MD,MD 24035,5421,11823,8263,6875,4676,2013
MD,MD 24037,14637,30186,16389,11693,6804,3422
MD,MD 24039,2469,5639,3147,3184,1878,1059
MD,MD 24041,3574,7417,5079,5771,5168,3040
MD,MD 24043,17644,36072,21343,17936,11353,6879
MD,MD 24045,12455,27989,12605,11921,7581,3862
MD,MD 24047,4658,9828,7582,8550,6850,3623
MD,MD 24510,69930,136076,73793,66818,36155,20180
ME,ME 23001,12898,26105,15420,13896,8560,4797
ME,ME 23003,6525,13729,9959,10882,7155,4313
ME,ME 23005,28620,61514,41869,39492,24449,13319
ME,ME 23007,2761,6346,4458,4879,3096,1450
ME,ME 23009,4906,10376,8095,9476,6320,2944
ME,ME 23011,12446,26271,18290,17988,10883,5880
ME,ME 23013,3571,7629,5529,6747,4600,2412
ME,ME 23015,3099,6382,4930,6071,4511,2208
ME,ME 23017,5302,11614,9234,9623,5630,2995
ME,ME 23019,14332,32758,21923,20987,12451,7006
ME,ME 23021,1423,3129,2598,3108,2093,975
ME,ME 23023,3569,7422,5286,5502,3776,1802
ME,ME 23025,4830,10478,8029,7774,4941,2263
ME,ME 23027,3737,8117,5727,6582,4235,1814
ME,ME 23029,3019,6615,4551,5273,3632,1685
ME,ME 23031,19923,42673,31441,31133,19039,10261
MI,MI 26001,660,1435,1599,2285,1776,883
MI,MI 26003,679,1520,1297,1644,1084,512
MI,MI 26005,14980,30708,16667,15446,8903,4193
MI,MI 26007,2819,5881,4113,4617,2923,1748
MI,MI 26009,2059,4530,3506,4287,2977,1473
MI,MI 26011,1417,2942,2226,2736,1701,825
MI,MI 26013,705,1576,1193,1248,825,423
MI,MI 26015,7121,14898,9128,8632,5229,2473
MI,MI 26017,10537,22622,14438,14859,9440,5306
MI,MI 26019,1644,3467,2541,3095,2199,1111
MI,MI 26021,17926,36768,20967,21097,13424,7763
MI,MI 26023,5323,10950,5848,5801,3646,1843
MI,MI 26025,16457,33949,17701,17034,10447,6086
MI,MI 26027,5432,11859,7589,7751,5225,2184
MI,MI 26029,2420,5329,3859,4498,3022,1431
MI,MI 26031,2080,4553,3721,4765,3176,1577
MI,MI 26033,3582,7661,4800,4796,3101,1673
MI,MI 26035,3314,6706,4428,5160,3417,1595
MI,MI 26037,9179,19308,11433,10214,6113,3106
MI,MI 26039,1348,2787,2275,2473,1619,834
MI,MI 26041,3730,7723,5038,5996,3679,2277
MI,MI 26043,2691,5552,3696,3930,2417,1596
MI,MI 26045,12182,25395,15169,14884,9460,4610
MI,MI 26047,3201,6981,4622,5488,3369,1754
MI,MI 26049,48606,99935,55537,52460,31775,17687
MI,MI 26051,2602,5200,3731,4518,3187,1506
MI,MI 26053,1239,2605,2058,2505,1692,1048
MI,MI 26055,9859,20583,12598,13902,8322,4393
MI,MI 26057,4152,9258,5396,4705,3095,1973
MI,MI 26059,5213,11184,6224,6684,4046,2097
MI,MI 26061,3824,9490,3772,4142,2750,1601
MI,MI 26063,3210,6544,4476,5252,3479,2034
MI,MI 26065,32138,73320,31697,30691,17735,8780
MI,MI 26067,7569,15737,8854,7549,4413,2038
MI,MI 26069,2350,4584,3630,4763,3432,1791
MI,MI 26071,996,2035,1571,2225,1404,935
MI,MI 26073,6564,17458,7352,7097,3799,2160
MI,MI 26075,18278,37551,22191,20825,12625,6728
MI,MI 26077,31485,65843,29664,28802,17554,9803
MI,MI 26079,1948,4034,2631,2748,1781,675
MI,MI 26081,87041,173876,80280,71095,38420,22446
MI,MI 26083,150,338,273,460,403,148
MI,MI 26085,1077,2119,1800,2500,1533,735
MI,MI 26087,8859,19683,14261,12908,7445,3339
MI,MI 26089,1819,3848,2951,4470,3009,1614
MI,MI 26091,10677,23231,13434,13331,8575,4333
MI,MI 26093,20218,44462,31158,26681,15599,6895
MI,MI 26095,546,1122,858,874,571,362
MI,MI 26097,871,1892,1621,2008,1366,699
MI,MI 26099,96789,199960,126788,109890,65861,37533
MI,MI 26101,2110,4682,3483,4374,2887,1462
MI,MI 26103,6431,14627,7992,9201,5450,3154
MI,MI 26105,3121,6455,3928,4907,3026,1665
MI,MI 26107,4261,10730,5371,5741,3686,1712
MI,MI 26109,2003,4451,3456,3893,2505,1442
MI,MI 26111,9296,19765,11891,10738,6533,4226
MI,MI 26113,1908,3759,2142,2195,1407,749
MI,MI 26115,16519,34991,22318,20937,12217,6491
MI,MI 26117,7458,15381,8843,8423,5029,2706
MI,MI 26119,680,1525,1351,2113,1354,677
MI,MI 26121,21551,43573,23027,22617,13219,6933
MI,MI 26123,5767,11964,7268,7051,4238,2162
MI,MI 26125,137211,287732,180340,159068,95039,50980
MI,MI 26127,3053,6496,3734,3937,2553,1243
MI,MI 26129,2031,4256,2993,3851,2499,1242
MI,MI 26131,324,803,935,1304,965,501
MI,MI 26133,2663,5722,3253,3456,2335,1138
MI,MI 26135,864,1742,1209,1622,1029,492
MI,MI 26137,2725,5661,3576,3696,2344,1253
MI,MI 26139,37187,81207,35185,31572,19631,10993
MI,MI 26141,1023,2165,1815,2624,1739,1006
MI,MI 26143,1827,3877,3512,5266,3690,1669
MI,MI 26145,22143,46261,25368,25226,16189,9407
MI,MI 26147,16543,36021,24828,22620,13679,6936
MI,MI 26149,7917,16108,8100,7951,4874,2646
MI,MI 26151,4550,9662,5920,6358,3953,2113
MI,MI 26153,735,1528,1246,1578,940,530
MI,MI 26155,7320,15872,10180,9403,5713,2929
MI,MI 26157,5439,11607,7811,7668,4892,2547
MI,MI 26159,9431,19189,10550,10689,6219,2961
MI,MI 26161,36284,87609,42661,38632,23538,11635
MI,MI 26163,228652,452883,228676,206550,117492,66471
MI,MI 26165,4174,8394,4677,4681,2903,1512
MN,MN 27001,1285,2835,2240,3147,2535,1250
MN,MN 27003,45498,92371,51581,40836,22971,11000
MN,MN 27005,4454,9022,4485,5100,3133,1696
MN,MN 27007,6807,13582,5169,5442,3258,1992
MN,MN 27009,5851,11260,5191,4054,2298,1715
MN,MN 27011,600,1159,684,768,521,460
MN,MN 27013,7469,17129,6773,6789,3833,2656
MN,MN 27015,2909,6202,3277,3424,2100,1683
MN,MN 27017,4073,8757,5053,4650,2597,1625
MN,MN 27019,14464,30368,15557,11124,5511,3077
MN,MN 27021,3300,6727,4132,5325,3623,1626
MN,MN 27023,1632,3073,1486,1593,1059,730
MN,MN 27025,6805,14036,8776,6922,3983,1938
MN,MN 27027,9139,18716,6690,5985,3398,2505
MN,MN 27029,1162,2370,1178,1200,755,517
MN,MN 27031,459,894,791,1104,724,309
MN,MN 27033,1521,2985,1400,1507,1055,827
MN,MN 27035,7348,15114,8790,9796,6789,3513
MN,MN 27037,56397,113392,59662,48899,27170,14193
MN,MN 27039,2745,5845,2774,2375,1321,792
MN,MN 27041,4483,8903,4888,5678,3782,2400
MN,MN 27043,1582,3266,1791,2090,1269,976
MN,MN 27045,2821,5607,2707,2912,1798,1336
MN,MN 27047,3525,7234,4065,4234,2871,2046
MN,MN 27049,5419,11151,6683,6384,3901,2510
MN,MN 27051,737,1441,752,867,625,407
MN,MN 27053,157311,305440,158206,139930,75630,44905
MN,MN 27055,2140,4435,2632,2864,1674,1101
MN,MN 27057,2433,4955,3067,3602,2438,1183
MN,MN 27059,5070,10341,5875,4930,2930,1634
MN,MN 27061,4834,10269,6141,7583,4612,2543
MN,MN 27063,1100,2305,1317,1427,884,732
MN,MN 27065,1812,3844,2307,2547,1499,769
MN,MN 27067,5848,11597,5288,5812,3350,2245
MN,MN 27069,533,1040,592,684,426,312
MN,MN 27071,1084,2451,1762,2249,1361,835
MN,MN 27073,709,1495,883,1091,696,632
MN,MN 27075,1085,2199,1462,1943,1111,777
MN,MN 27077,369,751,568,729,381,223
MN,MN 27079,3610,7530,4223,3643,2254,1200
MN,MN 27081,709,1423,693,800,508,525
MN,MN 27083,3728,7396,2965,2890,1667,1260
MN,MN 27085,4284,8911,4958,4382,2971,1924
MN,MN 27087,1049,1909,621,637,413,266
MN,MN 27089,1176,2313,1233,1342,799,650
MN,MN 27091,2301,4708,2528,2949,1882,1507
MN,MN 27093,2951,6081,3099,3296,1908,1296
MN,MN 27095,3380,6768,3708,3341,2144,1232
MN,MN 27097,4096,8425,4605,4711,2776,1772
MN,MN 27099,5419,10961,4941,4647,2938,2354
MN,MN 27101,933,1938,1074,1273,878,625
MN,MN 27103,4026,8974,3988,3941,2462,1437
MN,MN 27105,3526,6472,2594,2409,1435,1123
MN,MN 27107,803,1690,868,831,565,410
MN,MN 27109,21423,41924,19454,17584,10510,6869
MN,MN 27111,7010,13925,7936,9473,6024,3827
MN,MN 27113,1796,3485,1756,1757,1109,765
MN,MN 27115,2927,6256,4445,4584,2722,1535
MN,MN 27117,1340,2579,1177,1111,712,695
MN,MN 27119,4257,8524,4054,3966,2352,1631
MN,MN 27121,1285,2548,1461,1799,1143,768
MN,MN 27123,73821,143160,63975,60363,33616,20277
MN,MN 27125,538,1064,521,595,354,256
MN,MN 27127,2010,4081,1966,1977,1323,1021
MN,MN 27129,1872,3692,1997,2066,1212,957
MN,MN 27131,7867,17755,8453,7598,4475,2691
MN,MN 27133,1170,2558,1151,1189,773,585
MN,MN 27135,1931,4021,2325,1999,1126,724
MN,MN 27137,20279,44637,25214,28920,16388,9806
MN,MN 27139,21230,43955,21384,14011,7290,3694
MN,MN 27141,13577,27845,13483,9560,4890,2353
MN,MN 27143,1747,3748,2186,1918,1128,827
MN,MN 27145,20883,43947,19619,17320,10403,6597
MN,MN 27147,4697,9793,4972,4416,2678,1927
MN,MN 27149,1175,2789,924,1066,618,569
MN,MN 27151,1188,2319,1227,1252,847,674
MN,MN 27153,3332,6391,3373,3635,2368,1374
MN,MN 27155,376,743,440,477,320,289
MN,MN 27157,2499,5071,3163,3146,2174,1252
MN,MN 27159,1888,3802,1714,1793,1181,881
MN,MN 27161,2241,4750,2352,2394,1424,905
MN,MN 27163,33010,69580,37837,30871,17744,9428
MN,MN 27165,1506,2923,1348,1450,864,733
MN,MN 27167,758,1546,909,861,506,360
MN,MN 27169,4753,11859,5832,6279,3696,2286
MN,MN 27171,20108,41541,18793,13628,7998,4024
MN,MN 27173,1170,2475,1269,1386,754,681
MO,MO 29001,2452,6631,2550,2456,1656,1006
MO,MO 29003,2180,4447,2360,2404,1484,852
MO,MO 29005,555,1128,715,726,642,350
MO,MO 29007,3042,6280,3212,3178,2026,1139
MO,MO 29009,4366,8868,4961,5044,3417,1739
MO,MO 29011,1387,3002,1538,1623,1096,665
MO,MO 29013,1934,4074,2237,2166,1326,852
MO,MO 29015,1767,3681,2867,3722,2890,1305
MO,MO 29017,1362,2829,1811,1728,1183,574
MO,MO 29019,20828,45355,18878,17734,9654,5222
MO,MO 29021,10816,21788,11386,10321,6194,3712
MO,MO 29023,5410,10799,5487,5313,3573,2094
MO,MO 29025,1059,2325,1260,1185,782,474
MO,MO 29027,5015,10772,6147,5572,3263,1637
MO,MO 29029,4188,8852,6777,8825,6514,2557
MO,MO 29031,9171,19890,9206,9215,5648,3567
MO,MO 29033,1037,2138,1150,1143,871,489
MO,MO 29035,750,1506,835,853,564,274
MO,MO 29037,13293,27540,14454,12757,8149,4549
MO,MO 29039,1891,3771,1891,2000,1553,862
MO,MO 29041,926,1855,974,1111,733,568
MO,MO 29043,11794,24096,11054,10009,6596,3049
MO,MO 29045,806,1668,999,952,607,398
MO,MO 29047,32365,65268,31571,26616,16092,8129
MO,MO 29049,2413,5186,2910,2669,1585,944
MO,MO 29051,9081,18919,10093,9253,5764,3128
MO,MO 29053,2027,4266,2253,2159,1391,857
MO,MO 29055,2761,5876,3389,3308,2203,1115
MO,MO 29057,798,1734,1063,1207,760,460
MO,MO 29059,2155,4327,2354,2439,1532,856
MO,MO 29061,1091,2290,1018,1120,819,399
MO,MO 29063,1196,2367,1730,1371,822,613
MO,MO 29065,1907,3771,2163,2218,1539,920
MO,MO 29067,1527,3134,1779,2140,1474,777
MO,MO 29069,4188,8094,3779,3606,2390,1408
MO,MO 29071,12615,25656,15407,13669,8376,4337
MO,MO 29073,1593,3327,2110,2205,1457,937
MO,MO 29075,968,1787,844,820,521,422
MO,MO 29077,33924,70020,33961,31920,21289,12804
MO,MO 29079,1370,2627,1237,1240,952,684
MO,MO 29081,1042,2204,1028,1152,811,575
MO,MO 29083,2624,5216,3007,3077,2224,1167
MO,MO 29085,845,1758,1385,1807,1573,677
MO,MO 29087,480,963,647,668,453,359
MO,MO 29089,1185,2620,1258,1351,812,516
MO,MO 29091,5214,10450,5116,5049,3580,2031
MO,MO 29093,1069,2310,1432,1524,939,554
MO,MO 29095,91207,179524,88621,79498,45944,26335
MO,MO 29097,16388,33113,14200,13261,8441,4892
MO,MO 29099,27222,56269,32787,28387,15664,6775
MO,MO 29101,6688,14222,5713,5144,3038,1675
MO,MO 29103,498,1025,528,540,412,237
MO,MO 29105,4864,9606,4880,4284,2894,1512
MO,MO 29107,3984,8249,4527,4135,2714,1686
MO,MO 29109,5212,10633,5075,4466,3091,1929
MO,MO 29111,1144,2512,1294,1184,836,489
MO,MO 29113,8291,16265,8224,6757,3503,1703
MO,MO 29115,1430,3031,1569,1646,1110,661
MO,MO 29117,1750,3453,1834,1761,1261,906
MO,MO 29119,3203,6381,3233,2649,1664,753
MO,MO 29121,1815,3779,1968,2052,1556,906
MO,MO 29123,1456,3027,1660,1602,1063,580
MO,MO 29125,875,1919,1348,1216,864,479
MO,MO 29127,3577,7369,3634,3552,2179,1392
MO,MO 29129,460,947,472,546,305,251
MO,MO 29131,3256,6525,3405,3437,2254,1144
MO,MO 29133,1466,3030,1767,1498,1124,565
MO,MO 29135,2142,4285,2050,1708,1124,687
MO,MO 29137,1006,2045,1218,1324,937,518
MO,MO 29139,1325,2774,1668,1620,1055,678
MO,MO 29141,2653,5155,2851,3170,2204,1122
MO,MO 29143,2154,4311,2376,2244,1491,817
MO,MO 29145,7289,15135,7898,7311,4919,2451
MO,MO 29147,1862,5322,2261,2167,1412,1021
MO,MO 29149,1284,2557,1528,1524,1149,623
MO,MO 29151,1564,3492,1999,1670,1045,631
MO,MO 29153,861,1899,1279,1681,1237,642
MO,MO 29155,2261,4402,2070,1977,1211,677
MO,MO 29157,2273,4807,2700,2480,1494,951
MO,MO 29159,5752,11481,5381,5044,2980,1986
MO,MO 29161,5025,11390,5243,4998,3271,1987
MO,MO 29163,2166,4306,2368,2232,1464,800
MO,MO 29165,13184,26793,13786,11648,7020,3291
MO,MO 29167,3880,8516,4046,3700,2659,1455
MO,MO 29169,6768,15596,4460,3567,2157,1105
MO,MO 29171,593,1156,611,685,502,326
MO,MO 29173,1070,2365,1520,1539,1072,452
MO,MO 29175,2892,5929,3305,2767,1841,1076
MO,MO 29177,2722,5648,3331,3133,1957,1033
MO,MO 29179,643,1379,908,943,642,404
MO,MO 29181,1685,3292,1811,1807,1243,680
MO,MO 29183,48713,101906,54805,46873,27993,14815
MO,MO 29185,976,2030,1303,1469,1152,724
MO,MO 29186,2056,4244,2637,2645,1502,903
MO,MO 29187,7436,15498,8736,7672,5007,2715
MO,MO 29189,118207,241625,131785,126677,77843,48652
MO,MO 29195,2728,5918,2851,2762,1855,1141
MO,MO 29197,722,1315,575,567,407,252
MO,MO 29199,808,1530,580,542,383,274
MO,MO 29201,5046,9950,5015,4680,3133,1746
MO,MO 29203,924,1907,1195,1225,888,430
MO,MO 29205,755,1547,782,843,524,355
MO,MO 29207,3364,6978,3879,3703,2569,1595
MO,MO 29209,2647,5786,4582,6275,4837,2011
MO,MO 29211,769,1508,874,796,547,325
MO,MO 29213,6232,13236,7169,7579,5740,2828
MO,MO 29215,2874,5916,3489,3405,2389,1454
MO,MO 29217,2562,5489,2765,2628,1749,1072
MO,MO 29219,4506,9172,5190,4592,2904,1444
MO,MO 29221,2908,6085,3595,3215,1930,903
MO,MO 29223,1423,2842,2007,1958,1476,731
MO,MO 29225,5810,11570,5106,4386,2839,1451
MO,MO 29227,218,436,293,327,199,175
MO,MO 29229,2536,5112,2367,2407,1609,873
MO,MO 29510,33978,63312,36654,35588,17343,9976
MS,MS 28001,3378,6691,4106,4412,2490,1473
MS,MS 28003,4369,9130,4855,4408,3326,1596
MS,MS 28005,1329,2731,1762,2032,1304,713
MS,MS 28007,2392,4964,2289,2217,1578,943
MS,MS 28009,905,1941,1248,1039,750,365
MS,MS 28011,4257,8406,3765,3571,2300,984
MS,MS 28013,1684,3628,1948,1888,1193,716
MS,MS 28015,902,2023,1375,1509,1147,549
MS,MS 28017,2340,4683,2159,2020,1305,766
MS,MS 28019,910,1925,1150,1108,812,466
MS,MS 28021,1057,2511,921,1073,570,382
MS,MS 28023,1793,3771,2077,2130,1486,757
MS,MS 28025,2223,4771,2435,2520,1627,886
MS,MS 28027,3424,6681,2669,2629,1520,811
MS,MS 28029,3396,7337,3695,3683,2256,1177
MS,MS 28031,2470,4978,2450,2227,1405,779
MS,MS 28033,23698,51710,24023,18395,11272,4896
MS,MS 28035,9811,20022,8383,7362,4545,2538
MS,MS 28037,856,1928,1030,1102,700,395
MS,MS 28039,3712,7042,3077,2630,1745,665
MS,MS 28041,1348,2893,1669,1420,961,468
MS,MS 28043,2629,5373,2726,2595,1716,817
MS,MS 28045,4844,10437,7016,7049,4516,2079
MS,MS 28047,26994,55128,26375,23935,14541,6651
MS,MS 28049,29667,62721,28279,26395,14484,7819
MS,MS 28051,2249,4892,2099,1942,1174,643
MS,MS 28053,1040,2302,1060,1054,598,352
MS,MS 28055,73,198,193,159,94,75
MS,MS 28057,2679,5949,3085,2649,1946,1031
MS,MS 28059,17065,36420,19577,17384,10780,4860
MS,MS 28061,1979,4000,2121,2256,1523,816
MS,MS 28063,897,1710,928,947,473,318
MS,MS 28065,1251,2422,1444,1604,1195,607
MS,MS 28067,9271,19055,8307,8323,5241,2782
MS,MS 28069,902,2292,1194,1232,844,612
MS,MS 28071,5538,13564,5525,5381,3155,1474
MS,MS 28073,8372,16946,7655,6694,4022,2029
MS,MS 28075,9300,19219,9346,9056,5630,3282
MS,MS 28077,1623,3386,1687,1636,1033,509
MS,MS 28079,2850,6292,2776,2698,1606,936
MS,MS 28081,11521,23267,11098,9378,5794,2988
MS,MS 28083,4291,8704,3181,3112,1742,1023
MS,MS 28085,4224,8721,4385,4283,2648,1361
MS,MS 28087,7668,15297,7408,6990,4148,2256
MS,MS 28089,13710,29056,14236,12249,6249,2913
MS,MS 28091,2953,6105,3151,3074,2025,1238
MS,MS 28093,3920,8285,5000,4832,2892,1317
MS,MS 28095,4054,8677,4744,4535,3096,1724
MS,MS 28097,1180,2376,1371,1336,1013,513
MS,MS 28099,4225,8834,3400,3346,2021,1109
MS,MS 28101,2795,5982,2554,2359,1617,868
MS,MS 28103,1466,2795,1300,1285,749,448
MS,MS 28105,4999,12287,4292,4150,2572,1520
MS,MS 28107,4645,9229,4485,4123,2527,1204
MS,MS 28109,6644,14179,7491,7145,4972,2138
MS,MS 28111,1382,2906,1616,1566,1010,523
MS,MS 28113,5437,11317,4609,4720,3011,1591
MS,MS 28115,4516,9234,4186,3426,2119,1188
MS,MS 28117,3131,6330,3250,2957,2063,1195
MS,MS 28119,833,1713,958,846,544,279
MS,MS 28121,18533,38683,19621,17130,10928,5522
MS,MS 28123,4250,8125,3527,3142,1944,998
MS,MS 28125,558,1170,594,635,346,219
MS,MS 28127,3140,6837,3500,3465,2157,1117
MS,MS 28129,1879,3984,2079,2122,1441,830
MS,MS 28131,2129,4738,2429,2315,1393,581
MS,MS 28133,2868,6200,3122,2704,1453,825
MS,MS 28135,1498,2995,1653,1500,900,535
MS,MS 28137,3327,7574,3736,3376,2246,983
MS,MS 28139,2808,5907,2964,2506,1749,768
MS,MS 28141,2142,4564,2716,2502,1870,948
MS,MS 28143,1593,3036,1078,1044,511,248
MS,MS 28145,3888,7859,3613,3137,2222,1177
MS,MS 28147,1673,3528,1869,1867,1232,738
MS,MS 28149,5742,11748,5950,5985,3419,1665
MS,MS 28151,6269,12294,5648,5832,3101,1479
MS,MS 28153,2708,5365,2619,2452,1622,870
MS,MS 28155,1179,2496,1368,1213,805,392
MS,MS 28157,955,1967,1114,1147,630,369
MS,MS 28159,1990,4438,2273,2472,1577,928
MS,MS 28161,1419,2917,1566,1800,1125,549
MS,MS 28163,3236,6696,3288,2786,1627,955
MT,MT 30001,874,2032,1095,1404,993,473
MT,MT 30003,2480,4830,1516,1400,765,358
MT,MT 30005,1101,2145,775,723,455,272
MT,MT 30007,668,1339,910,1071,690,295
MT,MT 30009,892,2015,1574,2068,1249,640
MT,MT 30011,179,292,163,232,119,95
MT,MT 30013,10380,19890,9879,10198,6704,4009
MT,MT 30015,576,1404,720,853,480,292
MT,MT 30017,1310,2644,1544,1603,929,654
MT,MT 30019,191,378,195,295,182,165
MT,MT 30021,988,2110,1075,1269,663,492
MT,MT 30023,632,1481,1396,1597,966,474
MT,MT 30025,425,832,321,402,197,133
MT,MT 30027,1222,2474,1391,1766,1212,686
MT,MT 30029,12213,24446,13376,15777,9322,4127
