state,county_state,pop09,pop1049,pop59,pop69,pop79,pop89
Georgia,Georgia 13169,3181,7206,4001,3629,2410,1103
Georgia,Georgia 13171,2219,5026,2426,2335,1485,734
Georgia,Georgia 13173,1382,2727,1420,1124,693,314
Georgia,Georgia 13175,6348,12730,6175,5598,3819,2135
Georgia,Georgia 13177,4107,8643,3640,3203,1799,646
Georgia,Georgia 13179,11193,18989,5665,4787,2817,993
Georgia,Georgia 13181,799,1634,1126,1324,912,410
Georgia,Georgia 13183,2931,5768,2271,1834,787,397
Georgia,Georgia 13185,16051,33386,12193,10557,6625,3303
Georgia,Georgia 13187,3068,8071,4084,4324,2857,1125
Georgia,Georgia 13189,2892,5827,2827,2678,1848,782
Georgia,Georgia 13191,1166,2510,2101,2509,1919,870
Georgia,Georgia 13193,1300,2715,1750,1733,1093,428
Georgia,Georgia 13195,3645,7476,4199,3766,2432,1007
Georgia,Georgia 13197,882,1907,1319,1205,837,368
Georgia,Georgia 13199,2450,4947,3020,2964,2006,1008
Georgia,Georgia 13201,694,1437,765,715,547,386
Georgia,Georgia 13205,2663,5413,2867,2559,1662,867
Georgia,Georgia 13207,2941,6224,3908,3861,2350,1203
Georgia,Georgia 13209,1003,2215,1193,1124,719,351
Georgia,Georgia 13211,2261,4770,2743,2541,1812,906
Georgia,Georgia 13213,5103,10756,5590,4339,3007,1180
Georgia,Georgia 13215,27955,53801,22335,19853,11653,6447
Georgia,Georgia 13217,14842,32266,14989,10997,6822,2919
Georgia,Georgia 13219,5192,11680,5349,4571,2942,1305
Georgia,Georgia 13221,1712,3480,2229,2002,1376,665
Georgia,Georgia 13223,22582,47876,23310,15296,8495,3294
Georgia,Georgia 13225,3161,7111,3677,3382,2040,959
Georgia,Georgia 13227,3301,7090,4739,4999,3508,1349
Georgia,Georgia 13229,2541,5212,2605,2232,1626,722
Georgia,Georgia 13231,2126,4837,2720,2140,1470,642
Georgia,Georgia 13233,5744,11780,5531,4718,3162,1438
Georgia,Georgia 13235,976,2210,1502,1530,1149,643
Georgia,Georgia 13237,2258,4752,3247,3565,2580,1063
Georgia,Georgia 13239,230,482,292,429,336,166
Georgia,Georgia 13241,1440,3153,2321,2870,2402,1027
Georgia,Georgia 13243,749,1589,883,1040,736,462
Georgia,Georgia 13245,26374,52656,23957,22794,12699,6434
Georgia,Georgia 13247,11040,24507,13158,10786,6130,2591
Georgia,Georgia 13249,579,1402,760,558,456,213
Georgia,Georgia 13251,1661,3229,1994,2023,1186,571
Georgia,Georgia 13253,880,1842,1116,1191,912,426
Georgia,Georgia 13255,8520,17119,8383,8047,5740,2644
Georgia,Georgia 13257,3185,6567,3351,3456,2453,1017
Georgia,Georgia 13259,396,854,704,642,418,251
Georgia,Georgia 13261,3641,7844,3652,3347,2395,1156
Georgia,Georgia 13263,547,1126,999,1153,726,289
Georgia,Georgia 13265,153,278,240,248,187,110
Georgia,Georgia 13267,2734,5681,3255,2698,1706,831
Georgia,Georgia 13269,835,1767,1184,1111,789,365
Georgia,Georgia 13271,1320,2864,2068,1960,1288,795
Georgia,Georgia 13273,1064,2152,1174,1107,783,394
Georgia,Georgia 13275,5729,11507,5958,5577,3713,1953
Georgia,Georgia 13277,5596,11596,4782,4321,2875,1451
Georgia,Georgia 13279,3784,7718,3267,3009,2047,1112
Georgia,Georgia 13281,848,2359,1418,2101,2024,1067
Georgia,Georgia 13283,842,1750,806,904,557,318
Georgia,Georgia 13285,9084,18865,9037,7788,4700,2470
Georgia,Georgia 13287,1094,2149,948,922,747,387
Georgia,Georgia 13289,830,1706,1270,1292,912,368
Georgia,Georgia 13291,1912,4201,3426,4815,3964,1790
Georgia,Georgia 13293,3347,6523,3688,3391,2177,1123
Georgia,Georgia 13295,8019,16451,9375,8844,6100,3140
Georgia,Georgia 13297,11806,25364,13148,10199,7068,3084
Georgia,Georgia 13299,4848,9442,4343,4171,2737,1606
Georgia,Georgia 13301,541,1142,769,812,548,295
Georgia,Georgia 13303,2377,4831,2918,2546,1563,889
Georgia,Georgia 13305,3878,7901,3869,3351,2214,1008
Georgia,Georgia 13307,235,547,410,372,268,185
Georgia,Georgia 13309,713,1491,981,759,539,263
Georgia,Georgia 13311,3048,6921,4248,4344,3476,1579
Georgia,Georgia 13313,14013,29738,13265,10326,6776,3601
Georgia,Georgia 13315,896,1792,1081,943,710,412
Georgia,Georgia 13317,1066,2269,1345,1394,1081,620
Georgia,Georgia 13319,1035,2224,1269,1254,784,453
Georgia,Georgia 13321,2356,4894,2868,2702,1888,848
Hawaii,Hawaii 15001,24077,47311,25231,31714,18868,9222
Hawaii,Hawaii 15003,119035,226372,116280,107669,75264,51260
Hawaii,Hawaii 15007,8719,17030,9421,10207,6476,3410
Hawaii,Hawaii 15009,20098,39379,22621,22602,13942,6944
Idaho,Idaho 16001,57512,124138,59085,53166,32332,14859
Idaho,Idaho 16003,384,798,610,999,565,241
Idaho,Idaho 16005,12412,25451,9154,9574,5668,2727
Idaho,Idaho 16007,893,1785,683,840,567,304
Idaho,Idaho 16009,1096,2241,1300,1569,989,403
Idaho,Idaho 16011,7374,15513,5019,5097,2937,1504
Idaho,Idaho 16013,2343,5385,3318,3368,2209,836
Idaho,Idaho 16015,593,1412,1345,1687,955,289
Idaho,Idaho 16017,4721,9814,6261,8360,5276,2148
Idaho,Idaho 16019,19924,39024,12333,11532,7018,3616
Idaho,Idaho 16021,1551,3107,1574,1985,1249,562
Idaho,Idaho 16023,310,680,312,413,278,141
Idaho,Idaho 16025,116,263,149,181,128,51
Idaho,Idaho 16027,34607,70632,25466,22651,15033,6440
Idaho,Idaho 16029,1113,2251,775,869,550,284
Idaho,Idaho 16031,4015,8300,2412,2387,1541,860
Idaho,Idaho 16033,88,217,106,109,67,44
Idaho,Idaho 16035,651,1514,1367,1471,1091,603
Idaho,Idaho 16037,391,814,580,898,588,239
Idaho,Idaho 16039,4165,7588,3010,2831,1695,845
Idaho,Idaho 16041,2170,4786,1491,1410,889,485
Idaho,Idaho 16043,1617,3587,1576,1641,1053,492
Idaho,Idaho 16045,2193,4494,2436,2708,1845,856
Idaho,Idaho 16047,2201,4471,1794,1810,1222,665
Idaho,Idaho 16049,1705,3544,2127,3017,2190,1064
Idaho,Idaho 16051,5299,10878,3014,2787,1519,725
Idaho,Idaho 16053,4056,8056,2751,2442,1433,663
Idaho,Idaho 16055,20225,40982,21161,22118,14754,6693
Idaho,Idaho 16057,4187,9826,3819,4086,2472,1201
Idaho,Idaho 16059,799,1641,1028,1468,1168,552
Idaho,Idaho 16061,407,906,502,653,480,249
Idaho,Idaho 16063,721,1621,643,577,334,171
Idaho,Idaho 16065,6345,13688,2279,2142,1208,673
Idaho,Idaho 16067,3385,6535,2412,2293,1490,874
Idaho,Idaho 16069,4812,9577,5119,5306,3515,2180
Idaho,Idaho 16071,652,1398,507,600,402,257
Idaho,Idaho 16073,1525,3313,1499,1518,964,471
Idaho,Idaho 16075,3317,6762,2994,2811,2104,1029
Idaho,Idaho 16077,1301,2557,881,886,524,267
Idaho,Idaho 16079,1514,2875,1824,2062,1333,674
Idaho,Idaho 16081,1568,3118,1559,1440,680,233
Idaho,Idaho 16083,12985,25879,9492,9106,6084,3301
Idaho,Idaho 16085,1105,2236,1492,2257,1305,460
Idaho,Idaho 16087,1169,2516,1256,1578,1219,632
Illinois,Illinois 17001,8168,16190,8659,8406,5515,4102
Illinois,Illinois 17003,703,1383,856,928,547,327
Illinois,Illinois 17005,1604,3470,2269,2219,1331,813
Illinois,Illinois 17007,6391,14645,7538,5942,4036,1953
Illinois,Illinois 17009,583,1191,799,646,387,254
Illinois,Illinois 17011,3512,7573,4508,4617,3046,2128
Illinois,Illinois 17013,502,1040,722,696,509,325
Illinois,Illinois 17015,1497,3053,1935,2246,1627,937
Illinois,Illinois 17017,1603,3222,1599,1486,913,618
Illinois,Illinois 17019,22189,53557,20465,20607,11272,6978
Illinois,Illinois 17021,3366,7133,4562,4327,2755,1828
Illinois,Illinois 17023,1861,3773,2180,2062,1349,801
Illinois,Illinois 17025,1637,3238,1786,1798,1171,714
Illinois,Illinois 17027,4338,8666,5430,4778,2795,1811
Illinois,Illinois 17029,4900,11433,5919,6222,3609,2403
Illinois,Illinois 17031,616996,1234271,639728,560416,328117,196819
Illinois,Illinois 17033,2038,4063,2531,2438,1540,964
Illinois,Illinois 17035,1290,2599,1491,1543,905,578
Illinois,Illinois 17037,12338,27800,11677,10133,5791,3241
Illinois,Illinois 17039,1740,3630,2291,2189,1387,743
Illinois,Illinois 17041,2564,5262,2385,2423,1494,1007
Illinois,Illinois 17043,110442,230146,129170,112129,63917,35209
Illinois,Illinois 17045,1806,3804,2317,2544,1681,1014
Illinois,Illinois 17047,771,1564,855,908,597,370
Illinois,Illinois 17049,4568,8790,4637,4284,2616,1576
Illinois,Illinois 17051,2378,4898,2816,2671,1777,1142
Illinois,Illinois 17053,1550,3243,1735,1747,976,806
Illinois,Illinois 17055,4557,9247,5277,5053,3638,1992
Illinois,Illinois 17057,3495,7392,4647,4603,3098,1951
Illinois,Illinois 17059,503,1057,682,649,584,261
Illinois,Illinois 17061,1476,3018,1877,1773,1129,670
Illinois,Illinois 17063,6597,13981,6817,5567,3308,1649
Illinois,Illinois 17065,896,1933,1066,1140,823,485
Illinois,Illinois 17067,1932,4044,2473,2638,1825,1131
Illinois,Illinois 17069,327,742,587,617,466,232
Illinois,Illinois 17071,659,1341,1006,1101,740,456
Illinois,Illinois 17073,5623,11861,6623,6732,4448,2605
Illinois,Illinois 17075,3045,6433,3705,3878,2581,1656
Illinois,Illinois 17077,5898,13278,5884,6267,3870,2363
Illinois,Illinois 17079,1217,2439,1413,1305,776,512
Illinois,Illinois 17081,4724,9154,4889,4873,3207,1791
Illinois,Illinois 17083,2319,5003,3245,3001,1843,1126
Illinois,Illinois 17085,1994,4372,2899,3674,2829,1424
Illinois,Illinois 17087,1199,2572,1695,1673,1288,637
Illinois,Illinois 17089,68503,147225,72591,57394,33485,16657
Illinois,Illinois 17091,12918,28448,14250,13021,8031,4924
Illinois,Illinois 17093,18551,39625,15563,10762,6201,2718
Illinois,Illinois 17095,5477,11323,6322,6846,4652,2889
Illinois,Illinois 17097,84316,187898,99047,80234,44040,24084
Illinois,Illinois 17099,12108,25523,15413,14782,8655,5607
Illinois,Illinois 17101,1612,3267,1978,1851,1178,770
Illinois,Illinois 17103,3586,7364,4854,4683,2926,1836
Illinois,Illinois 17105,4151,8472,4782,4753,2818,1961
Illinois,Illinois 17107,2967,6361,3586,3469,2178,1530
Illinois,Illinois 17109,2755,7066,3134,3471,2220,1473
Illinois,Illinois 17111,35937,78717,47732,37248,20890,9729
Illinois,Illinois 17113,19930,44890,19851,17412,9938,5723
Illinois,Illinois 17115,12826,25757,12959,14019,9016,5642
Illinois,Illinois 17117,4837,10461,6430,6386,3857,2365
Illinois,Illinois 17119,30895,63157,35918,33670,19743,11657
Illinois,Illinois 17121,4771,9351,4926,4939,3124,1998
Illinois,Illinois 17123,1247,2526,1625,1678,1173,729
Illinois,Illinois 17125,1450,3035,1884,1856,1333,784
Illinois,Illinois 17127,1538,3250,1975,1853,1258,881
Illinois,Illinois 17129,1338,2880,1781,1687,1064,629
Illinois,Illinois 17131,1647,3583,2246,2118,1497,869
Illinois,Illinois 17133,4024,8332,5142,4828,2534,1740
Illinois,Illinois 17135,3039,6261,3961,3815,2388,1713
Illinois,Illinois 17137,3386,7422,4535,4358,2952,1831
Illinois,Illinois 17139,1925,3981,1846,1798,1118,814
Illinois,Illinois 17141,5834,12438,7335,6546,4313,2422
Illinois,Illinois 17143,24088,47147,21734,21348,13519,7950
Illinois,Illinois 17145,2109,4541,2685,2566,1778,1018
Illinois,Illinois 17147,1928,3959,2274,2255,1419,823
Illinois,Illinois 17149,1917,3830,2063,2119,1384,921
Illinois,Illinois 17151,225,630,683,796,496,301
Illinois,Illinois 17153,589,1254,718,844,513,310
Illinois,Illinois 17155,597,1274,837,927,597,293
Illinois,Illinois 17157,3319,6663,4364,4081,2565,1701
Illinois,Illinois 17159,1936,3791,2088,2049,1307,1044
Illinois,Illinois 17161,17502,35140,17589,18605,12143,7162
Illinois,Illinois 17163,32909,66379,34939,31963,17828,10504
Illinois,Illinois 17165,2762,5508,3267,3157,2105,1232
Illinois,Illinois 17167,22913,47425,26477,25417,15266,8658
Illinois,Illinois 17169,609,1355,1018,995,671,397
Illinois,Illinois 17171,527,1154,742,684,393,281
Illinois,Illinois 17173,2424,4985,2962,3108,2223,1310
Illinois,Illinois 17175,617,1268,722,792,544,309
Illinois,Illinois 17177,5030,10356,6216,6470,4310,3025
Illinois,Illinois 17179,15635,32353,17213,16846,10799,6810
Illinois,Illinois 17181,1803,3844,2292,2332,1590,946
Illinois,Illinois 17183,9670,19393,9765,9870,6608,3817
Illinois,Illinois 17185,1397,2784,1463,1674,1006,688
Illinois,Illinois 17187,2011,4366,2059,2211,1440,894
Illinois,Illinois 17189,1545,3209,1963,1948,1191,815
Illinois,Illinois 17191,1988,3961,2136,2222,1560,990
Illinois,Illinois 17193,1638,3254,1885,1844,1237,850
Illinois,Illinois 17195,6450,13287,7481,7756,4940,3131
Illinois,Illinois 17197,84622,187726,98129,72370,41765,20161
Illinois,Illinois 17199,7948,15674,8652,8349,5989,3078
Illinois,Illinois 17201,35799,72454,37578,34862,22141,12382
Illinois,Illinois 17203,4790,10228,5157,4975,2860,1993
Indiana,Indiana 18001,6511,12098,3982,3753,2344,1645
Indiana,Indiana 18003,53556,106489,45638,41670,24306,13163
Indiana,Indiana 18005,11048,21568,10266,9372,6134,3309
Indiana,Indiana 18007,1109,2389,1180,1090,721,379
Indiana,Indiana 18009,1334,2767,1600,1643,1143,633
Indiana,Indiana 18011,9395,19125,9144,7217,4160,2102
Indiana,Indiana 18013,1307,2880,2371,2714,1796,731
Indiana,Indiana 18015,2328,4887,2780,2785,1862,921
Indiana,Indiana 18017,4604,9500,5113,4840,2912,1780
Indiana,Indiana 18019,14638,28809,15826,14133,8583,4014
Indiana,Indiana 18021,3216,6529,3532,3476,2007,1164
Indiana,Indiana 18023,4509,9257,4080,3746,2170,1550
Indiana,Indiana 18025,1187,2500,1600,1571,968,416
Indiana,Indiana 18027,5474,10651,3845,3637,2218,1277
Indiana,Indiana 18029,5396,11976,7469,6602,4015,1965
Indiana,Indiana 18031,3416,6926,3575,3317,1971,1163
Indiana,Indiana 18033,5599,11396,5958,5281,3145,1643
Indiana,Indiana 18035,11323,27008,13460,12759,8840,5181
Indiana,Indiana 18037,5631,11384,6090,5458,3182,2018
Indiana,Indiana 18039,30706,61810,24842,21696,13303,7833
Indiana,Indiana 18041,2593,5527,3140,3164,2054,1136
Indiana,Indiana 18043,9573,19497,10821,9839,5630,2813
Indiana,Indiana 18045,1907,3898,2337,2140,1460,884
Indiana,Indiana 18047,2741,5745,3267,3174,1827,991
Indiana,Indiana 18049,2490,5120,2581,2661,1731,984
Indiana,Indiana 18051,4294,8721,4544,4294,2510,1551
Indiana,Indiana 18053,7377,16282,8486,8496,5607,3283
Indiana,Indiana 18055,3534,7588,4697,4363,2796,1509
Indiana,Indiana 18057,46897,97843,44999,33094,18960,9341
Indiana,Indiana 18059,9589,19950,11061,9170,5909,2816
Indiana,Indiana 18061,4807,9825,5939,5442,3261,1575
Indiana,Indiana 18063,21479,46030,22153,18243,10691,5240
Indiana,Indiana 18065,4962,10781,6847,6091,4225,2208
Indiana,Indiana 18067,10227,20444,10995,10568,7371,4055
Indiana,Indiana 18069,4253,8903,5050,4805,2688,1620
Indiana,Indiana 18071,5896,11795,5813,5164,3248,1794
Indiana,Indiana 18073,3984,8701,4448,4196,2765,1371
Indiana,Indiana 18075,2842,5621,2759,2568,1650,909
Indiana,Indiana 18077,3613,7550,4486,4290,2701,1262
Indiana,Indiana 18079,3495,7009,4081,3302,2279,930
Indiana,Indiana 18081,20873,42519,20078,16934,10511,5326
Indiana,Indiana 18083,4319,9310,4717,4563,2918,1716
Indiana,Indiana 18085,10348,20836,10284,9833,6065,3172
Indiana,Indiana 18087,7002,13927,4272,3937,2478,1191
Indiana,Indiana 18089,59450,124744,63482,60246,35035,20108
Indiana,Indiana 18091,12998,25609,14831,14361,9042,4452
Indiana,Indiana 18093,5003,10618,6442,6089,4198,2241
Indiana,Indiana 18095,14768,30860,17356,16075,10889,5771
Indiana,Indiana 18097,135972,260603,113577,98996,51481,29073
Indiana,Indiana 18099,5992,12694,6086,5808,3557,2205
Indiana,Indiana 18101,1234,2472,1434,1466,935,489
Indiana,Indiana 18103,3874,8316,4769,4323,2883,1452
Indiana,Indiana 18105,12802,34560,14475,14351,8696,4738
Indiana,Indiana 18107,4682,9767,5326,4735,3078,1826
Indiana,Indiana 18109,8081,17400,10685,9287,5560,2494
Indiana,Indiana 18111,1532,3213,2048,1993,1226,661
Indiana,Indiana 18113,6298,12726,6409,6011,3449,1684
Indiana,Indiana 18115,630,1259,947,911,588,291
Indiana,Indiana 18117,2397,4937,2672,2714,1791,888
Indiana,Indiana 18119,2237,4753,3278,3099,1884,834
Indiana,Indiana 18121,1991,3968,2308,2290,1532,750
Indiana,Indiana 18123,2172,4416,2546,2568,1546,893
Indiana,Indiana 18125,1445,2950,1753,1727,1150,605
Indiana,Indiana 18127,19157,41698,22494,22084,12421,6336
Indiana,Indiana 18129,2932,6024,3574,3783,2110,1161
Indiana,Indiana 18131,1359,2995,1752,1708,1074,607
Indiana,Indiana 18133,3834,8803,5047,4464,2786,1586
Indiana,Indiana 18135,2950,6129,3305,3214,2244,1396
Indiana,Indiana 18137,3427,7275,3937,3548,2271,1270
Indiana,Indiana 18139,1947,4107,2401,2189,1357,782
Indiana,Indiana 18141,34890,72985,32606,31776,18056,11079
Indiana,Indiana 18143,2835,5850,3448,2930,1908,824
Indiana,Indiana 18145,5359,11070,6492,5838,3396,1850
Indiana,Indiana 18147,2264,4833,3045,2787,1839,928
Indiana,Indiana 18149,2746,5672,3136,3317,1944,916
Indiana,Indiana 18151,3703,8112,4900,5136,3245,1546
Indiana,Indiana 18153,2147,4390,2759,2519,1738,901
Indiana,Indiana 18155,1401,2872,1562,1364,838,441
Indiana,Indiana 18157,22553,52944,18574,16731,9752,5739
Indiana,Indiana 18159,1594,3413,2213,2115,1448,817
Indiana,Indiana 18161,766,1617,1089,927,646,315
Indiana,Indiana 18163,21814,44254,22948,22964,12834,8223
Indiana,Indiana 18165,1806,3779,2071,2101,1366,745
Indiana,Indiana 18167,12117,25981,12593,12135,7738,4460
Indiana,Indiana 18169,3269,7419,4117,4088,2747,1978
Indiana,Indiana 18171,979,2007,1213,1113,750,424
Indiana,Indiana 18173,7431,16195,8501,7897,5106,2536
Indiana,Indiana 18175,3414,7044,4061,3641,2213,1014
Indiana,Indiana 18177,7768,16167,8829,8516,5482,3384
Indiana,Indiana 18179,3718,7561,3673,3690,2226,1379
Indiana,Indiana 18181,3054,6164,3190,3398,2150,1173
Indiana,Indiana 18183,4108,8474,4646,4712,2689,1495
Iowa,Iowa 19001,848,1697,980,1052,612,541
Iowa,Iowa 19003,401,814,521,541,399,221
Iowa,Iowa 19005,1805,3465,1841,2072,1369,835
Iowa,Iowa 19007,1473,3046,1658,1796,1248,768
Iowa,Iowa 19009,640,1249,806,818,550,431
Iowa,Iowa 19011,3158,6478,3858,3343,2077,1351
Iowa,Iowa 19013,16211,32823,14517,15491,9186,5661
Iowa,Iowa 19015,2828,6049,3640,3777,1999,1249
Iowa,Iowa 19017,2958,6635,3009,2952,2152,1418
Iowa,Iowa 19019,2838,5964,2798,2629,1686,980
Iowa,Iowa 19021,2870,5679,2280,2362,1256,949
Iowa,Iowa 19023,1599,3496,1862,2072,1381,953
Iowa,Iowa 19025,1153,2255,1192,1442,846,745
Iowa,Iowa 19027,2676,5356,2694,2727,1562,1360
Iowa,Iowa 19029,1450,3102,1679,1842,1264,908
Iowa,Iowa 19031,2055,4477,2672,2606,1513,1078
Iowa,Iowa 19033,4804,9798,5792,6308,3799,2717
Iowa,Iowa 19035,1304,2621,1506,1710,1062,902
Iowa,Iowa 19037,1509,3064,1660,1739,1016,733
Iowa,Iowa 19039,1254,2609,1204,1231,729,495
Iowa,Iowa 19041,1983,3957,2000,2243,1340,1028
Iowa,Iowa 19043,1960,4027,2443,2854,1744,1210
Iowa,Iowa 19045,5748,11536,6470,6186,3973,2517
Iowa,Iowa 19047,2319,4708,2078,2048,1294,802
Iowa,Iowa 19049,14462,27521,10524,8083,4724,2866
Iowa,Iowa 19051,1494,2856,1054,1078,636,455
Iowa,Iowa 19053,957,2155,833,965,670,468
Iowa,Iowa 19055,2111,4370,2493,2401,1347,976
Iowa,Iowa 19057,4712,9562,5177,5274,3541,2185
Iowa,Iowa 19059,1750,3592,2230,2911,1949,1210
Iowa,Iowa 19061,12166,25119,12612,12143,7172,4979
Iowa,Iowa 19063,955,2169,1166,1400,760,585
Iowa,Iowa 19065,2211,4764,2744,2793,1720,1239
Iowa,Iowa 19067,1894,3894,2150,2089,1491,961
Iowa,Iowa 19069,1215,2560,1307,1483,897,603
Iowa,Iowa 19071,819,1652,906,1096,663,450
Iowa,Iowa 19073,1093,2219,1159,1290,804,601
Iowa,Iowa 19075,1435,3038,1628,1593,1093,776
Iowa,Iowa 19077,1203,2564,1524,1602,999,680
Iowa,Iowa 19079,1815,3675,2022,2066,1233,910
Iowa,Iowa 19081,1199,2567,1384,1617,939,717
Iowa,Iowa 19083,1712,3813,2243,2513,1494,1191
Iowa,Iowa 19085,1700,3527,2002,1927,1188,759
Iowa,Iowa 19087,2320,4859,2617,2474,1706,1030
Iowa,Iowa 19089,1187,2464,1217,1230,804,550
Iowa,Iowa 19091,1176,2414,1269,1344,819,681
Iowa,Iowa 19093,916,1833,863,952,613,457
Iowa,Iowa 19095,2045,4084,2335,2202,1211,963
Iowa,Iowa 19097,2286,4723,2878,2803,1759,1129
Iowa,Iowa 19099,4380,8991,5054,4695,3048,2072
Iowa,Iowa 19101,1541,3114,2040,3102,1843,844
Iowa,Iowa 19103,17184,37884,14946,14045,7779,4129
Iowa,Iowa 19105,2217,4751,2968,2807,1787,1250
Iowa,Iowa 19107,1279,2565,1347,1465,922,654
Iowa,Iowa 19109,1721,3544,1965,2183,1414,1212
Iowa,Iowa 19111,3985,7790,4665,4822,3106,1682
Iowa,Iowa 19113,28399,57949,29025,25762,15634,9281
Iowa,Iowa 19115,1299,2658,1592,1479,870,565
Iowa,Iowa 19117,1076,2151,1194,1263,785,538
Iowa,Iowa 19119,1786,3575,1341,1408,824,683
Iowa,Iowa 19121,2018,4371,2307,2024,1217,709
Iowa,Iowa 19123,2934,5932,2714,2827,1653,1146
Iowa,Iowa 19125,4004,8891,4337,4075,2588,1622
Iowa,Iowa 19127,5286,10928,4908,4901,2988,2022
Iowa,Iowa 19129,1795,3833,2195,2126,1224,625
Iowa,Iowa 19131,1320,2748,1473,1402,868,766
Iowa,Iowa 19133,1010,2054,1115,1275,839,704
Iowa,Iowa 19135,885,1935,1051,1048,694,399
Iowa,Iowa 19137,1190,2447,1350,1484,865,609
Iowa,Iowa 19139,5657,11570,5483,5187,3222,1745
Iowa,Iowa 19141,1760,3604,1752,1843,1045,970
Iowa,Iowa 19143,700,1495,798,871,537,445
Iowa,Iowa 19145,1462,3081,1898,2211,1415,1016
Iowa,Iowa 19147,1088,2278,1082,1229,738,666
Iowa,Iowa 19149,3318,6878,3312,3223,1940,1268
Iowa,Iowa 19151,780,1624,929,1039,625,465
Iowa,Iowa 19153,67890,132625,60198,49959,27940,15372
Iowa,Iowa 19155,11869,24266,12432,12073,7022,4122
Iowa,Iowa 19157,1884,4515,2292,2491,1622,1152
Iowa,Iowa 19159,564,1236,634,696,492,401
Iowa,Iowa 19161,1181,2387,1317,1486,842,778
Iowa,Iowa 19163,22131,44903,22254,20684,12352,7066
Iowa,Iowa 19165,1305,2823,1718,1605,1057,863
Iowa,Iowa 19167,5060,10887,3760,3791,2177,1754
Iowa,Iowa 19169,8821,24362,8474,8826,4933,3188
Iowa,Iowa 19171,2185,4453,2297,2315,1344,973
Iowa,Iowa 19173,814,1571,803,834,576,398
Iowa,Iowa 19175,1365,3120,1537,1585,1110,715
Iowa,Iowa 19177,880,1752,980,1053,648,412
Iowa,Iowa 19179,4383,8838,4479,4529,2679,1658
Iowa,Iowa 19181,6634,14212,6748,5799,3592,1916
Iowa,Iowa 19183,2963,5870,2856,2849,1793,1212
Iowa,Iowa 19185,859,1745,787,902,617,434
Iowa,Iowa 19187,4219,9075,4517,4743,2760,1849
Iowa,Iowa 19189,1189,2603,1257,1477,874,710
Iowa,Iowa 19191,1839,4780,2627,2858,1716,1227
Iowa,Iowa 19193,14566,29774,12242,11355,6736,3791
Iowa,Iowa 19195,825,1674,1047,1066,622,415
Iowa,Iowa 19197,1615,3324,1533,1806,1115,924
Kansas,Kansas 20001,1418,3167,1521,1683,1085,705
Kansas,Kansas 20003,1071,2176,1027,1010,748,485
Kansas,Kansas 20005,1897,4491,1972,1912,1208,788
Kansas,Kansas 20007,558,1106,581,712,480,225
Kansas,Kansas 20009,3256,6765,3322,3565,2019,1503
Kansas,Kansas 20011,1979,4154,1645,1913,1216,773
Kansas,Kansas 20013,1344,2625,1217,1360,874,487
Kansas,Kansas 20015,8719,18855,8612,7973,4377,2667
Kansas,Kansas 20017,274,575,340,381,310,180
Kansas,Kansas 20019,342,703,419,506,412,258
Kansas,Kansas 20021,2332,4978,2850,2606,1772,962
Kansas,Kansas 20023,330,614,285,419,299,246
Kansas,Kansas 20025,250,534,241,227,174,152
Kansas,Kansas 20027,1008,2017,964,1105,785,548
Kansas,Kansas 20029,1159,2361,1109,1122,755,604
Kansas,Kansas 20031,967,1954,1124,1201,792,427
Kansas,Kansas 20033,224,448,200,251,194,112
Kansas,Kansas 20035,4422,9372,4322,4174,2832,1778
Kansas,Kansas 20037,4699,10187,4255,4122,2586,1638
Kansas,Kansas 20039,328,610,360,498,288,286
Kansas,Kansas 20041,2202,4684,2475,2496,1488,1152
Kansas,Kansas 20043,842,1957,960,1041,637,398
Kansas,Kansas 20045,12061,29138,11850,11627,6554,3627
Kansas,Kansas 20047,346,721,384,436,242,176
Kansas,Kansas 20049,311,618,321,414,316,219
Kansas,Kansas 20051,3368,7217,3006,3205,1843,1239
Kansas,Kansas 20053,592,1219,770,878,519,360
Kansas,Kansas 20055,6178,12232,4190,3220,1697,988
Kansas,Kansas 20057,5705,11107,3826,2977,1463,1104
Kansas,Kansas 20059,3224,6761,3630,3214,1940,988
Kansas,Kansas 20061,6678,10397,1898,1729,1273,719
Kansas,Kansas 20063,346,689,313,372,249,232
Kansas,Kansas 20065,260,544,339,395,278,239
Kansas,Kansas 20067,1108,2361,816,767,434,255
Kansas,Kansas 20069,919,1877,748,653,347,269
Kansas,Kansas 20071,197,356,146,158,97,92
Kansas,Kansas 20073,665,1421,851,947,682,372
Kansas,Kansas 20075,405,797,314,268,161,78
Kansas,Kansas 20077,740,1453,641,782,495,393
Kansas,Kansas 20079,4304,9336,4031,4277,2680,2191
Kansas,Kansas 20081,575,1220,467,490,258,132
Kansas,Kansas 20083,220,452,241,275,157,159
Kansas,Kansas 20085,1770,3617,1799,1716,1183,572
Kansas,Kansas 20087,2178,4722,2948,2639,1567,852
Kansas,Kansas 20089,329,627,351,516,358,257
Kansas,Kansas 20091,77676,158201,76449,66518,38513,21344
Kansas,Kansas 20093,630,1185,451,402,252,187
Kansas,Kansas 20095,826,1741,1010,1049,626,468
Kansas,Kansas 20097,319,670,286,361,204,171
Kansas,Kansas 20099,2543,5115,2727,2524,1679,1017
Kansas,Kansas 20101,195,367,224,230,151,109
Kansas,Kansas 20103,10697,20834,10455,9176,5442,2710
Kansas,Kansas 20105,319,710,386,490,292,242
